         MJD         m       dm   uJy  duJy F  err   chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   __tmp_SN c1_mean c1_mean_err c1_stdev c1_stdev_err c1_X2norm c1_Nvalid c1_Nnan c2_mean c2_mean_err c2_stdev c2_stdev_err c2_X2norm c2_Ngood c2_Nclip c2_Nmask c2_Nnan
58460.238681 16.790361 0.017110   698    11 c    0  114.56 299.61892 62.13773 10043.46  3808.90 3.11 2.99 -47.3 -0.403    19.39 21.38 02a58460o0120c 0xd00831  63.454545  442.84        4.44   388.74       103.89   1088.98         7       0    7.16        8.65    16.97         8.49      1.82        2        1        4       0
58460.239596 15.850384 0.007853  1659    12 c    0  827.20 299.61892 62.13773   761.40  3816.81 2.62 2.58  32.0 -0.404    19.45 21.28 02a58460o0122c 0x900031 138.250000  590.14        3.74   712.12       190.32   5327.27         7       0   -5.90        5.04    16.82         5.95      2.27        4        0        3       0
58460.248526 19.419021      NaN    20    14 c    0    4.57 299.61892 62.13773 10024.79  3761.08 3.03 2.94  49.1 -0.415    19.46 21.36 02a58460o0141c 0xc00220   1.428571   32.57        5.42    22.82         6.10      2.44         7       0   32.57        5.42    22.82         6.10      2.44        7        0        0       0
58460.249441 15.908178 0.006902  1573    10 c    0  768.78 299.61892 62.13773   780.27  3705.96 3.05 2.98  60.6 -0.400    19.26 21.24 02a58460o0143c 0xd00831 157.300000 1200.22        4.29   679.08       181.49   3374.93         7       0   -9.00       12.00      NaN          NaN       NaN        1        0        6       0
58460.258451 19.155932      NaN    31    16 c    0    5.68 299.61892 62.13773 10087.77  3844.45 3.60 3.56  48.0 -0.392    19.26 21.30 02a58460o0162c 0xc00230   1.937500   26.15        6.03    26.42         7.06      2.59         7       0   33.10        6.46    18.70         5.40      1.28        6        1        0       0
58460.268676 19.436675 0.320381    61    18 c    0    6.04 299.61892 62.13773 10105.45  3732.30 3.73 3.68  19.6 -0.398    19.17 21.23 02a58460o0183c 0xc00220   3.388889   60.53        6.53    26.14         6.99      2.34         7       0   60.53        6.53    26.14         6.99      2.34        7        0        0       0
58604.626867 19.051202      NaN   -50    29 c    0    1.62 299.61892 62.13773  9165.46   988.29 2.99 2.38 -51.8 -0.431    18.59 19.62 02a58604o0771c 0x002000  -1.724138   -5.34        9.79    38.40        10.26      2.26         7       0   38.50       17.94    12.02         6.01      0.22        2        1        4       0
58612.560141 19.696897      NaN    15    11 c    0    2.51 299.61892 62.13773  3821.61  8962.33 2.82 2.60  57.6 -0.386    19.56 21.40 02a58612o0702c 0x002030   1.363636  412.99        4.43   483.26       129.16   1777.24         7       0    9.97        5.97    15.86         5.61      1.64        4        0        3       0
58612.562245 19.922338      NaN   -28    13 c    0    2.14 299.61892 62.13773  3835.22  9002.68 2.66 2.53  55.9 -0.396    19.61 21.41 02a58612o0706c 0x400830  -2.153846  953.64        4.13  1129.91       301.98  11450.48         7       0   -0.46        6.53     2.08         0.85      0.03        3        1        3       0
58612.567089 16.483473 0.012898   926    11 c    0  278.62 299.61892 62.13773  3777.71  8925.46 2.71 2.56  63.6 -0.386    19.57 21.44 02a58612o0716c 0x500131  84.181818  359.34        4.36   507.79       135.71   2047.21         7       0    4.42        5.86    23.13         8.18      3.72        4        0        3       0
58612.581409 15.912328 0.008315  1567    12 c    0  665.76 299.61892 62.13773  3753.09  9041.83 2.79 2.47  46.3 -0.382    19.63 21.49 02a58612o0745c 0x500131 130.583333 1385.34        4.12  1467.90       392.31  18079.46         7       0  -12.63        5.94    21.82         7.72      3.85        4        0        3       0
58636.524216 19.529530      NaN    20    12 c    0    0.82 299.61892 62.13773  1525.04  2464.57 2.46 2.33 -73.1 -0.423    19.70 21.60 02a58636o0626c 0x080030   1.666667   19.66        3.92    18.48         4.94      3.15         7       0   12.21        4.70    16.21         5.13      2.47        5        1        1       0
58636.528115 19.766969      NaN    12    11 c    0    0.98 299.61892 62.13773  1538.68  2504.91 2.55 2.26  49.0 -0.410    19.67 21.63 02a58636o0634c 0x080030   1.090909  246.22        3.84   498.48       133.22   2929.86         7       0   -1.99        5.19     3.11         1.10      0.10        4        1        2       0
58636.533263 20.207197 0.325721    30     9 c    0    1.63 299.61892 62.13773  1488.05  2424.98 2.52 2.34 -59.7 -0.422    19.71 21.67 02a58636o0645c 0x000030   3.333333  157.44        4.08   338.23        90.40   1111.78         7       0    8.34        4.47     3.31         0.96      0.10        6        0        1       0
58636.545098 19.589310 0.204856    53    10 c    0    1.80 299.61892 62.13773  1474.96  2542.64 2.47 2.38 -69.6 -0.421    19.73 21.73 02a58636o0670c 0x000030   5.300000   21.37        4.14    65.90        17.61     36.31         7       0   -2.99        4.47    13.03         3.76      1.60        6        0        1       0
58664.492656 16.759689 0.013610   718     9 c    0  252.15 299.61892 62.13773  5617.37  6142.91 2.74 2.32  38.9 -0.385    19.73 21.84 02a58664o0542c 0x980031  79.777778   12.20        3.86    44.79        11.97     19.78         7       0  -12.21        4.62     9.86         3.12      0.97        5        1        1       0
58664.495440 16.630129 0.012079   809     9 c    0  349.29 299.61892 62.13773  5597.93  6102.90 2.68 2.30  37.9 -0.387    19.75 21.84 02a58664o0548c 0x900031  89.888889  435.28        3.64   526.75       140.78   3562.19         7       0  -10.12        4.76     5.00         1.58      0.23        5        0        2       0
58664.502335 16.852786 0.014828   659     9 c    0  192.81 299.61892 62.13773  5651.56  6180.89 2.86 2.37  38.7 -0.379    19.72 21.88 02a58664o0563c 0xd00331  73.222222   48.52        3.89    37.18         9.94     13.20         7       0   33.17        4.65    24.64         7.79      5.33        5        0        2       0
58664.513611 16.043244 0.007817  1389    10 c    0  871.54 299.61892 62.13773  5657.86  6063.07 2.76 2.31  37.3 -0.385    19.73 21.90 02a58664o0586c 0x900031 138.900000  381.21        3.81   656.35       175.42   4283.54         7       0    2.73        4.64     7.54         2.38      0.49        5        0        2       0
58668.442928 20.449472      NaN    -8     8 c    0    5.69 299.61892 62.13773  5308.81   832.99 2.51 2.31 -73.3 -0.420    19.73 21.61 02a58668o0434c 0x002030  -1.000000  200.38        3.01   348.55        93.15   1926.66         7       0  -10.18        3.68     5.54         1.75      0.39        5        0        2       0
58668.446344 20.207197      NaN   -10    10 c    0    2.99 299.61892 62.13773  5326.83   874.63 2.49 2.32 -77.6 -0.419    19.68 21.62 02a58668o0441c 0x002030  -1.000000  158.05        3.53   317.10        84.75   1471.13         7       0   -5.21        3.94    13.47         3.89      2.13        6        0        1       0
58668.452789 20.449472      NaN     0     8 c    0    2.59 299.61892 62.13773  5270.83   798.13 2.48 2.29 -76.7 -0.417    19.70 21.64 02a58668o0455c 0x400830   0.000000  494.55        3.50   483.34       129.18   2691.60         7       0  -15.69        5.56    14.50         5.92      2.10        3        0        4       0
58668.463330 20.103715      NaN   -10    11 c    0    1.56 299.61892 62.13773  5248.95   924.16 2.45 2.33  78.1 -0.411    19.72 21.68 02a58668o0477c 0x400830  -0.909091  570.32        3.26   693.94       185.46   6324.28         7       0   -6.50        7.07     4.95         2.47      0.24        2        2        3       0
58692.352112 19.569016 0.241275    54    12 c    0    1.20 299.61892 62.13773  3656.85   429.44 2.56 2.21 -58.7 -0.412    19.74 21.77 02a58692o0246c 0x400230   4.500000  313.83        4.19   488.71       130.61   1986.60         7       0   19.12        5.09    15.47         4.89      1.77        5        0        2       0
58692.355528 20.103715      NaN   -20    11 c    0    2.70 299.61892 62.13773  3674.17   468.45 2.50 2.22 -65.0 -0.415    19.73 21.76 02a58692o0253c 0x400830  -1.818182  478.44        4.18   754.14       201.55   4680.54         7       0   -6.04        6.73     5.03         2.05      0.16        3        2        2       0
58692.503674 19.271854 0.183505    71    12 c    0    5.14 299.61892 62.13773  6937.20 10195.23 2.63 2.53 -58.8 -0.401    19.79 21.81 02a58692o0502c 0x002030   5.916667  108.26        3.81   287.60        76.86    823.96         7       0   -2.10        4.12    10.43         3.01      1.02        6        0        1       0
58692.510994 19.922338      NaN   -86    13 c    0    8.26 299.61892 62.13773  8851.71    52.42 2.51 2.17 -59.2 -0.387    19.70 21.76 02a58692o0518c 0x400830  -6.615385   29.46        0.99   892.09       238.42   7665.48         7       0  -26.00       13.00      NaN          NaN       NaN        1        0        6       0
58692.511452 16.697966 0.014286   760    10 c    0  236.53 299.61892 62.13773  6950.23 10070.41 2.64 2.56  89.7 -0.397    19.76 21.81 02a58692o0519c 0x180031  76.000000   32.25        4.19    59.30        15.85     26.07         7       0    4.78        4.89    16.27         5.15      2.14        5        1        1       0
58700.498804 20.103715      NaN   -10    11 c    0    5.59 299.61892 62.13773   538.95  2049.83 2.60 2.50  41.6 -0.397    19.63 21.68 02a58700o0511c 0x400130  -0.909091  198.40        3.91   451.82       120.75   2018.13         7       0    4.77        4.61    19.13         6.05      3.08        5        1        1       0
58700.502117 20.321591      NaN   -19     9 c    0    4.74 299.61892 62.13773   517.18  2011.54 2.64 2.54  44.4 -0.397    19.56 21.66 02a58700o0518c 0x000000  -2.111111   -1.02        3.22    13.33         3.56      2.24         7       0    2.22        3.45     9.86         2.85      1.32        6        0        1       0
58700.507348 18.598565 0.074027   132     9 c    0   13.30 299.61892 62.13773   579.49  2083.96 2.46 2.42  64.3 -0.401    19.68 21.64 02a58700o0529c 0x100031  14.666667  363.65        3.41   487.86       130.39   3314.06         7       0    1.48        4.28     9.83         3.11      1.16        5        0        2       0
58700.518774 20.321591      NaN   -16     9 c    0    2.39 299.61892 62.13773   598.29  1963.37 2.43 2.36  72.7 -0.405    19.68 21.60 02a58700o0553c 0x000030  -1.777778  200.93        3.41   383.97       102.62   1633.67         7       0   -3.90        4.07     5.81         1.84      0.46        5        0        2       0
58700.553410 20.103715      NaN   -36    11 c    0    3.35 299.61892 62.13773 10457.30  2088.75 2.70 2.36 -47.3 -0.415    19.68 21.55 02a58700o0627c 0x000030  -3.272727  506.30        4.01   860.38       229.94   7036.59         7       0    5.82        4.77    15.55         4.92      2.34        5        0        2       0
58700.556737 20.207197      NaN   -24    10 c    0    2.87 299.61892 62.13773 10435.98  2045.64 2.63 2.34 -43.8 -0.418    19.68 21.53 02a58700o0634c 0x000030  -2.400000  138.68        4.19   442.21       118.19   1391.28         7       0   -3.73        4.47     7.68         2.22      0.52        6        0        1       0
58700.564156 15.141204 0.004768  3188    14 c    0 2196.61 299.61892 62.13773 10496.78  2125.49 2.65 2.36 -41.8 -0.421    19.65 21.50 02a58700o0650c 0x500131 227.714286  662.84        5.78  1094.06       292.40   7441.92         7       0   -1.25        7.27    26.55         9.39      2.79        4        0        3       0
58700.576892 17.503229      NaN   158    68 c    0    0.72 299.61892 62.13773 10517.21  2007.09 2.61 2.33 -40.2 -0.421    19.69 21.47 02a58700o0677c 0x500a22   2.323529   95.12       24.60   159.92        56.54      1.96         4       3   81.00       26.00      NaN          NaN       NaN        1        0        3       3
58704.359460 19.038793      NaN    34    18 c    0    1.37 299.61892 62.13773   132.16  8480.11 2.64 2.35 -47.7 -0.412    19.14 20.43 02a58704o0278c 0x082030   1.888889   25.31        6.38    45.90        12.27      7.02         7       0   11.68        6.83    24.28         7.01      2.09        6        1        0       0
58704.362414 19.155932      NaN    25    18 c    0    1.63 299.61892 62.13773   151.23  8523.33 2.85 2.56 -47.8 -0.391    19.05 20.44 02a58704o0284c 0x400220   1.388889   21.62        6.25    24.14         6.45      2.10         7       0   21.62        6.25    24.14         6.45      2.10        7        0        0       0
58704.370521 19.569016      NaN   -10    18 c    0    1.81 299.61892 62.13773    91.10  8441.63 2.81 2.39 -58.8 -0.392    19.16 20.45 02a58704o0301c 0x400830  -0.555556  592.88        7.28   986.46       263.64   3468.04         7       0    1.42       11.09     9.71         3.97      0.23        3        1        3       0
58704.380476 14.619218 0.004001  5156    19 c    0 2436.48 299.61892 62.13773    71.45  8557.89 3.01 2.59 -55.1 -0.400    19.06 20.47 02a58704o0322c 0x500831 271.368421 2796.91        7.93  3447.44       921.37  27032.07         7       0   30.89       12.68    27.59        11.26      1.52        3        1        3       0
58704.387999 15.448116 0.005422  2403    12 c    0 1303.47 299.61892 62.13773   564.29  2078.77 2.95 2.63 -60.5 -0.389    19.15 20.52 02a58704o0338c 0x100031 200.250000  987.99        5.65  1272.80       340.17   7251.12         7       0  -13.08        7.45    19.87         7.03      1.68        4        0        3       0
58704.390783 17.821591 0.052276   270    13 c    0   30.75 299.61892 62.13773   545.56  2041.75 2.91 2.51 -59.5 -0.396    19.16 20.52 02a58704o0344c 0x500131  20.769231   34.88        5.10    73.97        19.77     31.24         7       0   14.37        5.96    25.51         8.07      3.15        5        2        0       0
58704.396487 17.587388 0.055097   335    17 c    0   28.79 299.61892 62.13773   605.52  2108.78 2.71 2.44 -57.2 -0.399    19.25 20.53 02a58704o0356c 0x100031  19.705882  612.74        5.27  1008.27       269.47   7559.09         7       0    0.65        6.00    20.89         6.03      1.81        6        0        1       0
58704.406761 19.922338      NaN   -13    13 c    0    2.81 299.61892 62.13773   624.19  1991.42 2.66 2.40 -57.5 -0.403    19.23 20.56 02a58704o0378c 0x400110  -1.000000   -5.45        5.16    24.40         6.52      3.25         7       0   -5.45        5.16    24.40         6.52      3.25        7        0        0       0
58708.438118 18.702047      NaN   -13    40 c    0    0.99 299.61892 62.13773  5333.43  8182.76 2.67 2.52  41.2 -0.379    18.56 19.49 02a58708o0457c 0x900002  -0.325000    2.03       13.65    24.80         6.63      0.48         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
58708.441777 18.389700      NaN    52    36 c    0    1.41 299.61892 62.13773  5314.29  8143.07 2.63 2.49  41.7 -0.386    18.56 19.49 02a58708o0465c 0x900002   1.444444   15.18       13.66    39.13        10.46      1.01         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
58708.447789 18.317510      NaN    48    41 c    0    1.17 299.61892 62.13773  5370.54  8219.93 2.60 2.52  30.8 -0.391    18.58 19.48 02a58708o0478c 0x900002   1.170732    5.40       15.43    23.91         6.39      0.30         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
58708.457937 18.550302      NaN   -34    46 c    0    2.42 299.61892 62.13773  5386.52  8101.12 2.90 2.81  38.8 -0.378    18.51 19.46 02a58708o0498c 0x900002  -0.739130   -2.30       16.34    65.80        17.58      2.23         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
58720.360095 19.743105      NaN    22     8 c    0    1.50 299.61892 62.13773  2433.03  3905.88 2.47 2.28  28.7 -0.407    19.80 21.80 02a58720o0301c 0x002030   2.750000  168.67        3.38   553.57       147.95   3167.81         7       0    1.43        3.85     8.35         2.64      1.04        5        0        2       0
58720.363328 20.362567      NaN     2     8 c    0    1.40 299.61892 62.13773  2416.97  3870.90 2.38 2.36   6.2 -0.406    19.78 21.80 02a58720o0308c 0x002030   0.250000  254.60        3.26   490.30       131.04   3062.89         7       0   -4.05        3.89     5.26         1.66      0.32        5        0        2       0
58720.368871 15.982446 0.005174  1469     7 c    0 1821.02 299.61892 62.13773  2475.26  3943.45 2.40 2.33  21.6 -0.408    19.75 21.80 02a58720o0320c 0x100031 209.857143  159.14        3.28   256.93        68.67    972.24         7       0    5.64        4.02    12.07         3.82      1.34        5        0        2       0
58720.380352 16.522871 0.012158   893    10 c    0  342.56 299.61892 62.13773  2491.53  3823.66 2.48 2.26  32.1 -0.404    19.74 21.75 02a58720o0345c 0x100031  89.300000  219.17        3.46   396.03       105.84   1727.99         7       0    0.41        4.15    10.21         3.23      1.14        5        0        2       0
58724.392541 16.096100 0.009848  1323    12 c    0  565.85 299.61892 62.13773  3473.35  9869.34 2.63 2.28 -53.6 -0.411    19.75 21.56 02a58724o0378c 0x100001 110.250000    6.37        4.73    15.25         4.07      1.58         7       0    6.37        4.73    15.25         4.07      1.58        7        0        0       0
58724.395750 19.549093      NaN    19    12 c    0    0.91 299.61892 62.13773  3454.64  9829.95 2.56 2.24 -54.1 -0.414    19.80 21.69 02a58724o0385c 0x002000   1.583333   10.66        5.04    20.16         5.39      2.13         7       0   10.66        5.04    20.16         5.39      2.13        7        0        0       0
58724.402853 16.764235 0.018222   715    12 c    0  181.87 299.61892 62.13773  3506.54  9906.20 2.42 2.36 -64.2 -0.401    19.75 21.67 02a58724o0400c 0x180031  59.583333   58.03        4.61    84.78        22.66     50.04         7       0    1.22        6.06     9.20         3.25      0.64        4        2        1       0
58724.413430 19.868040      NaN     5    12 c    0    1.07 299.61892 62.13773  3526.10  9783.84 2.56 2.29 -52.4 -0.409    19.77 21.62 02a58724o0423c 0x002030   0.416667  763.29        4.14  1145.08       306.04  11630.82         7       0   -5.78        5.06     7.50         2.37      0.43        5        0        2       0
58728.325056 15.889022 0.008138  1601    12 c    0  823.55 299.61892 62.13773  3497.60  9878.28 2.83 2.36 -54.2 -0.399    19.79 21.89 02a58728o0218c 0xd00131 133.416667  250.70        4.43   664.74       177.66   3095.75         7       0   10.84        4.77    18.35         5.30      2.82        6        0        1       0
58728.328259 15.373479 0.004640  2574    11 c    0 2325.93 299.61892 62.13773  3479.16  9842.60 2.83 2.33 -53.5 -0.403    19.82 21.89 02a58728o0225c 0x900031 234.000000  186.15        4.47   346.19        92.52   1123.33         7       0    3.23        4.99    19.94         5.76      2.46        6        0        1       0
58728.334683 15.848422 0.008493  1662    13 c    0  696.16 299.61892 62.13773  3530.20  9915.19 2.75 2.34 -55.3 -0.401    19.81 21.86 02a58728o0239c 0xd00131 127.846154  214.29        4.28   612.86       163.79   2648.74         7       0    8.42        4.58    18.80         5.43      2.67        6        0        1       0
58728.344766 18.104842 0.057419   208    11 c    0   23.65 299.61892 62.13773  3546.63  9796.63 2.81 2.28 -53.4 -0.406    19.77 21.82 02a58728o0261c 0x900001  18.909091   -4.07        3.95    12.93         3.46      1.58         7       0   -4.07        3.95    12.93         3.46      1.58        7        0        0       0
58752.325547 19.816329      NaN    13    10 c    0    1.94 299.61892 62.13773  7504.94  6090.46 2.44 2.30  41.1 -0.393    19.78 21.59 02a58752o0227c 0x002030   1.300000  198.31        3.30   294.44        78.69   1249.51         7       0   -7.47        4.07    10.41         3.29      1.34        5        0        2       0
58752.328769 19.302877      NaN    33    12 c    0    0.99 299.61892 62.13773  7483.13  6047.71 2.57 2.24  40.0 -0.385    19.74 21.61 02a58752o0234c 0x082030   2.750000  116.33        3.64   252.97        67.61    773.82         7       0    1.03        4.35    13.74         4.35      1.83        5        1        1       0
58752.334414 16.367907 0.010541  1030    10 c    0  578.18 299.61892 62.13773  7541.83  6129.80 2.48 2.30  46.9 -0.393    19.76 21.64 02a58752o0246c 0x100031 103.000000  262.79        3.40   536.64       143.42   4293.88         7       0    6.76        3.75    12.44         3.59      1.75        6        0        1       0
58752.345178 16.521656 0.012145   894    10 c    0  302.70 299.61892 62.13773  7552.00  6013.94 2.92 2.29  38.3 -0.369    19.72 21.63 02a58752o0269c 0x100031  89.400000  266.36        3.60   427.13       114.15   1988.07         7       0    0.29        4.86     6.99         2.47      0.49        4        0        3       0
58756.356932 19.287255 0.232658    70    15 c    0    9.11 299.61892 62.13773  3669.20  6255.97 2.81 2.69  42.7 -0.370    19.47 21.43 02a58756o0345c 0xc00930   4.666667  517.47        4.30   513.39       137.21   2093.01         7       0    2.43        7.11    31.82        12.99      6.30        3        1        3       0
58756.360175 16.229535 0.009280  1170    10 c    0  475.37 299.61892 62.13773  3649.25  6216.89 2.81 2.69  35.2 -0.371    19.48 21.41 02a58756o0352c 0xd00931 117.000000  651.69        3.75   567.44       151.65   3088.72         7       0    5.25        6.14    30.02        12.26      7.45        3        0        4       0
58756.366239 16.433071 0.012312   970    11 c    0  268.90 299.61892 62.13773  3705.93  6297.20 2.76 2.68  58.5 -0.387    19.43 21.35 02a58756o0365c 0x900031  88.181818  150.29        4.72   361.16        96.53    893.96         7       0    2.30        5.68    15.02         4.75      1.22        5        0        2       0
58756.376355 15.180740 0.010243  3074    29 c    0  347.48 299.61892 62.13773  3723.27  6176.53 3.00 2.94 -65.1 -0.366    18.33 20.16 02a58756o0387c 0xd00831 106.000000  705.66       12.01  1040.37       278.05   1452.10         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
58780.310193 16.329589 0.011193  1067    11 c    0  497.40 299.61892 62.13773  8828.58  1587.86 2.37 2.21 -64.5 -0.407    19.65 21.29 02a58780o0270c 0x500131  97.000000  115.46        3.81   295.71        79.03    874.73         7       0   -3.00        4.45    16.43         5.19      2.78        5        1        1       0
58780.313955 15.939692 0.007106  1528    10 c    0 1166.36 299.61892 62.13773  8807.62  1547.08 2.36 2.19 -62.1 -0.409    19.64 21.28 02a58780o0278c 0x180031 152.800000  246.65        4.01   567.21       151.59   3145.83         7       0   -6.64        4.87     7.01         2.22      0.39        5        1        1       0
58780.320553 19.569016      NaN    21    11 c    0    1.71 299.61892 62.13773  8873.18  1626.70 2.52 2.18 -60.1 -0.411    19.62 21.27 02a58780o0292c 0x082030   1.909091  314.74        4.44   551.04       147.27   2833.84         7       0   -0.28        6.11    13.20         4.67      1.16        4        2        1       0
58780.330668 16.997060 0.016935   577     9 c    0  209.03 299.61892 62.13773  8891.25  1505.00 2.44 2.26 -63.8 -0.406    19.59 21.24 02a58780o0314c 0x500131  64.111111  466.35        3.87   708.09       189.25   5050.41         7       0   -0.12        4.74    17.64         5.58      2.70        5        0        2       0
58784.256457 16.581574 0.014117   846    11 c    0  195.83 299.61892 62.13773  8847.93  1588.39 3.07 2.77 -53.6 -0.401    19.46 21.24 02a58784o0107c 0x180031  76.909091  141.36        4.35   294.37        78.67    701.25         7       0    0.51        5.25     8.56         2.71      0.60        5        1        1       0
58784.285299 19.549093      NaN    22    11 c    0    1.77 299.61892 62.13773  8821.73  1545.52 2.47 2.21 -53.1 -0.416    19.59 21.13 02a58784o0116c 0x002030   2.000000  400.56        4.18   625.33       167.13   3530.65         7       0   -5.42        5.07     3.36         1.06      0.09        5        0        2       0
58784.288346 16.010901 0.008346  1431    11 c    0  892.53 299.61892 62.13773  8882.95  1627.11 2.45 2.22 -54.1 -0.413    19.60 21.16 02a58784o0122c 0x100031 130.090909  230.93        4.74   579.96       155.00   2300.45         7       0   -8.53        5.16     7.45         2.15      0.36        6        0        1       0
58784.293572 20.207197      NaN   -18    10 c    0    1.45 299.61892 62.13773  8903.21  1509.53 2.53 2.29 -54.8 -0.411    19.57 21.16 02a58784o0133c 0x002030  -1.800000  336.62        3.66   544.20       145.44   3275.02         7       0    1.82        4.37    13.48         4.26      2.08        5        0        2       0
58804.311511 19.271854      NaN    32    13 c    0    8.14 299.61892 62.13773  6389.96  3631.15 2.71 2.47  30.6 -0.369    19.40 21.07 02a58804o0285c 0x002030   2.461538  391.49        4.34   604.17       161.47   2937.22         7       0   -3.86        5.27    13.15         4.16      1.25        5        0        2       0
58804.314835 15.484410 0.006073  2324    13 c    0 1263.94 299.61892 62.13773  6370.68  3599.55 2.77 2.51  33.7 -0.371    19.36 20.99 02a58804o0292c 0x500831 178.769231 1251.30        4.60  1162.37       310.66   8794.56         7       0   15.48        8.82     8.49         4.24      0.46        2        1        4       0
58804.318145 16.101860 0.009075  1316    11 c    0  518.06 299.61892 62.13773  6430.74  3678.73 2.69 2.44  33.3 -0.385    19.32 20.89 02a58804o0299c 0x100031 119.636364  232.37        5.44   604.75       161.63   1852.58         7       0   -8.93        5.90    21.63         6.24      2.02        6        0        1       0
58804.320964 19.841877      NaN     3    13 c    0    2.86 299.61892 62.13773  6450.80  3562.68 2.66 2.44  31.7 -0.376    19.29 20.77 02a58804o0305c 0x002030   0.230769  373.32        5.08   890.66       238.04   4650.90         7       0   -2.94        5.94    13.92         4.40      1.02        5        0        2       0
58808.191305 17.298796 0.054659   437    22 c    0    1.18 299.61892 62.13773  6411.78  3639.46 2.39 2.34 -58.5 -0.385    18.70 19.69 02a58808o0035c 0x881030  19.863636   30.31        8.12    61.01        16.31      8.68         7       0  -10.91       10.22    24.85         7.86      1.16        5        2        0       0
58808.195325 17.091361 0.028734   529    14 c    0    5.82 299.61892 62.13773  6388.80  3596.79 2.38 2.35 -89.7 -0.384    19.25 20.50 02a58808o0043c 0x800030  37.785714  685.97        4.80  1147.15       306.59   7881.06         7       0   -5.42        6.03    22.24         7.03      2.44        5        0        2       0
58808.200834 17.006510 0.026574   572    14 c    0    3.16 299.61892 62.13773  6448.24  3674.01 2.49 2.47 -79.1 -0.380    19.47 21.08 02a58808o0055c 0x881030  40.857143  166.35        4.36   308.99        82.58    898.79         7       0   -0.09        6.25    19.33         6.83      2.17        4        1        2       0
58808.211972 15.313179 0.004788  2721    12 c    0 1952.99 299.61892 62.13773  6463.81  3556.20 2.55 2.51  87.5 -0.380    19.53 21.28 02a58808o0078c 0xd00831 226.750000  704.44        3.81  1319.59       352.68  16900.46         7       0  -15.07        5.56     7.55         3.08      0.57        3        1        3       0
58964.582640 14.954835 0.005450  3785    19 c    0  667.28 299.61892 62.13773  5905.12  8876.64 2.84 2.75 -83.1 -0.387    19.33 21.14 02a58964o0753c 0xd00931 199.210526 1064.01        6.01  1263.01       337.55   6429.04         7       0    4.37       10.94    24.75        12.37      2.55        2        0        5       0
58964.587138 15.522443 0.008709  2244    18 c    0   82.50 299.61892 62.13773  5921.07  8915.70 3.23 2.82  47.3 -0.350    19.22 21.18 02a58964o0762c 0xd00831 124.666667  589.57        5.00   396.38       105.94    849.32         7       0    7.00       15.00      NaN          NaN       NaN        1        0        6       0
58964.592691 15.505639 0.007623  2279    16 c    0  142.89 299.61892 62.13773  5867.07  8835.49 2.83 2.78 -85.8 -0.385    19.47 21.42 02a58964o0774c 0xd00831 142.437500  632.13        4.49   814.24       217.61   4639.45         7       0  -19.61        8.11     9.90         4.95      0.74        2        0        5       0
58964.608645 15.972879 0.013187  1482    18 c    0    2.18 299.61892 62.13773  5849.34  8954.12 2.87 2.79  63.6 -0.381    19.49 21.41 02a58964o0808c 0xc00110  82.333333   -5.94        4.74    36.63         9.79      8.13         7       0    5.30        6.24    33.24        11.75      7.06        4        0        3       0
58968.539965 15.993589 0.013441  1454    18 c    0    2.38 299.61892 62.13773  5904.31  8878.33 2.85 2.52  44.4 -0.382    19.53 21.33 02a58968o0655c 0x400830  80.777778  415.09        4.77   655.51       175.19   2850.22         7       0  -22.86        7.64    11.36         4.64      0.71        3        1        3       0
58968.543174 15.971415 0.012438  1484    17 c    0    4.72 299.61892 62.13773  5924.89  8916.67 2.86 2.52  44.8 -0.380    19.54 21.35 02a58968o0662c 0x002030  87.294118  187.13        4.62   521.39       139.35   1879.01         7       0   13.46        6.21    14.39         5.09      1.44        4        0        3       0
58968.550548 16.045592 0.013317  1386    17 c    0    3.80 299.61892 62.13773  5861.06  8838.61 2.82 2.49  47.4 -0.382    19.54 21.38 02a58968o0678c 0x400830  81.529412  528.33        4.33   475.04       126.96   1714.57         7       0    5.00       11.00      NaN          NaN       NaN        1        0        6       0
58968.563426 16.016988 0.014497  1423    19 c    0    2.20 299.61892 62.13773  5840.26  8955.37 2.81 2.44  45.9 -0.383    19.53 21.33 02a58968o0706c 0x400210  74.894737    0.86        4.58    39.61        10.59     10.83         7       0   31.64        6.11    13.72         4.85      1.27        4        1        2       0
58988.551449 16.171712 0.014078  1234    16 c    0    2.12 299.61892 62.13773  3398.70  2464.75 2.45 2.35  81.5 -0.395    19.68 21.47 02a58988o0686c 0x082010  77.125000   -3.04        4.41    19.15         5.12      2.66         7       0    2.88        4.81    13.30         3.84      1.31        6        1        0       0
58988.553734 16.154256 0.013853  1254    16 c    0    1.71 299.61892 62.13773  3417.49  2504.85 2.52 2.41  70.9 -0.393    19.64 21.50 02a58988o0691c 0x082030  78.375000  173.56        4.07   323.16        86.37   1185.36         7       0    1.12        5.33    13.77         4.87      1.48        4        2        1       0
