         MJD         m       dm   uJy  duJy F  err   chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   __tmp_SN c1_mean c1_mean_err c1_stdev c1_stdev_err c1_X2norm c1_Nvalid c1_Nnan c2_mean c2_mean_err c2_stdev c2_stdev_err c2_X2norm c2_Ngood c2_Nclip c2_Nmask c2_Nnan
58988.559253 16.221215 0.013813  1179    15 c    0    1.75 299.61892 62.13773  3361.20  2427.43 2.49 2.37  74.7 -0.393    19.67 21.53 02a58988o0703c 0x400830  78.600000  652.02        3.82   719.13       192.20   4932.15         7       0   -1.52        6.14    10.58         4.32      0.98        3        0        4       0
58988.570726 16.177889 0.015043  1227    17 c    0    1.51 299.61892 62.13773  3343.64  2544.05 2.63 2.32  50.1 -0.392    19.62 21.57 02a58988o0728c 0x400830  72.176471  196.77        3.85   520.14       139.01   2674.45         7       0    3.11        5.72     7.94         3.24      0.61        3        2        2       0
58992.522901 16.205672 0.013617  1196    15 c    0    2.65 299.61892 62.13773  3390.03  2465.82 2.50 2.43 -77.6 -0.395    19.64 21.52 02a58992o0622c 0x400830  79.733333  105.62        3.89   218.92        58.51    556.80         7       0    0.00        7.07     0.00         0.00      0.00        2        2        3       0
58992.526148 16.177889 0.014158  1227    16 c    0    1.97 299.61892 62.13773  3408.36  2504.93 2.54 2.41 -74.0 -0.395    19.60 21.52 02a58992o0629c 0x002030  76.687500  172.44        4.16   556.83       148.82   2211.28         7       0    1.25        4.85    11.98         3.79      1.30        5        0        2       0
58992.533889 16.223982 0.014772  1176    16 c    0    2.14 299.61892 62.13773  3351.22  2428.17 2.53 2.40  73.5 -0.397    19.64 21.53 02a58992o0645c 0x400130  73.500000  338.26        3.57   592.14       158.26   4171.05         7       0  -12.51        4.77    17.04         6.02      2.91        4        0        3       0
58992.540843 16.185882 0.014263  1218    16 c    0    1.83 299.61892 62.13773  3334.65  2543.91 2.51 2.42  86.4 -0.395    19.65 21.53 02a58992o0660c 0x082030  76.125000  310.13        4.13   548.00       146.46   2738.75         7       0   -0.75        5.47    17.86         6.31      2.37        4        1        2       0
59000.541861 16.200239 0.015356  1202    17 c    0    7.33 299.61892 62.13773  6189.88  6842.38 3.02 2.33  41.5 -0.382    19.70 21.80 02a59000o0634c 0xc00930  70.705882  234.81        4.45   427.53       114.26   1462.31         7       0    3.19        8.11    27.58        13.79      5.74        2        0        5       0
59000.544174 16.273084 0.014489  1124    15 c    0    2.23 299.61892 62.13773  6214.46  6878.26 2.52 2.40  50.4 -0.412    19.74 21.80 02a59000o0639c 0xc00930  74.933333  342.44        3.37   424.34       113.41   2241.21         7       0   -4.69        6.69    31.11        15.56     10.70        2        0        5       0
59000.547375 16.132824 0.013582  1279    16 c    0    7.05 299.61892 62.13773  6155.45  6802.39 2.57 2.36  41.7 -0.409    19.77 21.79 02a59000o0646c 0x880030  79.937500  193.71        4.36   537.63       143.69   2036.29         7       0   -3.41        5.61    11.00         3.89      0.89        4        1        2       0
59000.560619 16.244485 0.014113  1154    15 c    0    5.48 299.61892 62.13773  6136.51  6922.94 2.76 2.32  41.6 -0.402    19.74 21.77 02a59000o0674c 0x800030  76.933333  127.81        3.99   383.04       102.37   1232.23         7       0    5.60        4.74    14.35         4.54      1.60        5        0        2       0
59020.490271 16.408721 0.015323   992    14 c    0    1.95 299.61892 62.13773  1182.14  4488.47 2.50 2.40  63.8 -0.414    19.65 21.57 02a59020o0477c 0x400130  70.857143  185.43        3.77   316.02        84.46   1416.88         7       0   13.85        5.23    17.23         6.09      2.69        4        1        2       0
59020.493050 16.402174 0.018495   998    17 c    0    2.18 299.61892 62.13773  1200.46  4528.59 2.53 2.45  61.6 -0.413    19.50 21.43 02a59020o0483c 0x002030  58.705882  458.23        4.91   944.31       252.38   4856.11         7       0   -8.13        6.71     5.60         1.98      0.18        4        0        3       0
59020.496265 16.395666 0.015140  1004    14 c    0    1.78 299.61892 62.13773  1142.47  4447.77 2.47 2.41  55.1 -0.416    19.65 21.54 02a59020o0490c 0x400a30  71.714286  424.43        3.50   527.01       140.85   2904.70         7       0  -37.14        7.40    12.73         6.36      1.47        2        1        4       0
59020.507448 16.439807 0.024778   964    22 c    0    3.92 299.61892 62.13773    75.44  6191.36 2.61 2.49 -41.7 -0.353    19.62 21.60 02a59020o0514c 0x002030  43.818182  533.60        5.21   905.02       241.88   6121.28         7       0    9.63        6.43    17.37         5.49      1.53        5        0        2       0
59020.511136 15.118289 0.005335  3256    16 c    0 1108.23 299.61892 62.13773    54.76  6150.60 2.45 2.31 -40.3 -0.346    19.69 21.63 02a59020o0522c 0x100031 203.500000  888.02        4.71  1201.69       321.16  11268.57         7       0    8.02        6.30    13.09         4.63      0.99        4        0        3       0
59020.517093 16.223059 0.015682  1177    17 c    0   11.33 299.61892 62.13773   109.00  6218.13 2.50 2.34 -36.8 -0.358    19.71 21.67 02a59020o0535c 0x500831  69.235294  221.93        4.13   470.58       125.77   1857.25         7       0    9.50        5.84     4.58         1.87      0.23        3        1        3       0
59020.519406 16.362649 0.016784  1035    16 c    0    3.03 299.61892 62.13773  9461.99  6006.46 2.96 2.54  32.7 -0.373    19.67 21.63 02a59020o0540c 0x400210  64.687500    9.04        3.98    31.25         8.35      8.14         7       0   24.97        5.04    12.31         4.35      1.63        4        1        2       0
59020.551948 15.174050 0.005968  3093    17 c    0  872.23 299.61892 62.13773   123.90  6097.70 2.41 2.27  -3.0 -0.357    19.65 21.59 02a59020o0610c 0x100031 181.941176  399.91        4.02   696.96       186.27   4215.13         7       0    5.92        5.33    16.02         5.66      2.06        4        0        3       0
59028.486076 16.509579 0.020418   904    17 c    0    1.88 299.61892 62.13773    67.31   392.19 2.70 2.21 -57.9 -0.432    19.74 21.82 02a59028o0521c 0xc00830  53.176471  813.63        4.20  1224.85       327.36  13801.78         7       0    6.13        7.13     6.66         2.72      0.23        3        2        2       0
59028.487906 16.438682 0.015752   965    14 c    0    2.47 299.61892 62.13773    85.74   435.23 2.65 2.20 -58.5 -0.437    19.74 21.82 02a59028o0525c 0xc00130  68.928571  775.49        4.25  1402.59       374.86  14668.91         7       0   -5.11        5.55    20.89         7.39      2.82        4        1        2       0
59028.512753 15.141545 0.005110  3187    15 c    0 1543.64 299.61892 62.13773  1644.78 10064.45 2.32 2.26 -35.7 -0.453    19.75 21.90 02a59028o0579c 0x980031 212.466667  162.32        3.85   356.49        95.27   1482.27         7       0  -12.86        5.28    14.75         5.22      1.71        4        1        2       0
59028.516417 16.316441 0.014074  1080    14 c    0   13.19 299.61892 62.13773  1626.32 10025.00 2.30 2.15 -42.8 -0.456    19.77 21.91 02a59028o0587c 0xd00131  77.142857  153.10        3.61   385.54       103.04   1786.51         7       0   -9.84        4.65    15.69         5.55      2.83        4        1        2       0
59028.523733 15.630725 0.008019  2031    15 c    0  326.15 299.61892 62.13773  1683.82 10100.10 2.56 2.04 -50.9 -0.460    19.76 21.91 02a59028o0603c 0xd00831 135.400000  177.10        4.46   258.63        69.12    716.96         7       0  -19.16        7.26    13.11         5.35      1.05        3        2        2       0
59028.558971 15.282105 0.005429  2800    14 c    0 1123.01 299.61892 62.13773  1692.84  9974.55 2.30 2.29  37.1 -0.454    19.74 21.93 02a59028o0679c 0xd00a31 200.000000   97.20        3.75   206.93        55.30    499.92         7       0  -20.62        6.14    10.02         4.09      0.83        3        2        2       0
59048.390375 16.514394 0.016889   900    14 c    0    1.48 299.61892 62.13773  8766.72  2566.18 2.57 2.40 -67.7 -0.394    19.74 21.99 02a59048o0320c 0x002030  64.285714  230.15        3.35   394.76       105.51   2866.89         7       0   -2.07        4.34    13.14         4.16      1.70        5        0        2       0
59048.393575 15.712298 0.006916  1884    12 c    0  416.48 299.61892 62.13773  8787.07  2604.46 2.54 2.39 -76.5 -0.389    19.75 22.00 02a59048o0327c 0x500231 157.000000  287.42        3.29   506.92       135.48   3803.69         7       0  -18.66        4.68    11.90         4.21      1.92        4        0        3       0
59048.397737 16.554952 0.016280   867    13 c    0    2.22 299.61892 62.13773  8732.86  2530.42 2.59 2.40 -70.2 -0.393    19.73 22.01 02a59048o0336c 0x002030  66.692308  352.45        3.30   758.96       202.84   7173.41         7       0   -9.41        4.57     9.33         3.30      0.90        4        0        3       0
59048.427716 16.588010 0.016783   841    13 c    0    2.44 299.61892 62.13773  8718.94  2652.55 2.58 2.45 -75.2 -0.388    19.73 22.02 02a59048o0400c 0x400830  64.692308  225.42        3.27   411.23       109.91   3181.75         7       0   -1.72        5.72    10.60         4.33      1.09        3        1        3       0
59076.407634 15.468180 0.006444  2359    14 c    0  813.04 299.61892 62.13773  2001.05  5963.40 2.38 2.26  15.7 -0.401    19.70 21.64 02a59076o0341c 0x980011 168.500000   -6.94        4.24    26.64         7.12      5.90         7       0   -5.85        5.06    10.79         3.41      0.99        5        1        1       0
59076.410857 16.627448 0.032130   811    24 c    0    2.21 299.61892 62.13773  1981.96  5925.07 2.39 2.27  18.6 -0.397    18.88 20.78 02a59076o0348c 0xc00130  33.791667  177.11        6.60   340.39        90.97    481.34         7       0    3.62        7.35    32.41         9.35      3.05        6        0        1       0
59076.416894 16.640919 0.018977   801    14 c    0    1.88 299.61892 62.13773  2036.80  5992.77 2.45 2.26  24.4 -0.396    19.69 21.63 02a59076o0361c 0xc00130  57.214286   15.93        4.01    38.09        10.18     13.19         7       0    1.66        5.20    20.07         7.09      3.96        4        2        1       0
59076.427485 15.851694 0.009173  1657    14 c    0  238.14 299.61892 62.13773  2056.04  5872.11 2.63 2.53  36.4 -0.392    19.59 21.62 02a59076o0384c 0x900011 118.357143   -5.38        4.28    26.47         7.07      4.58         7       0    1.03        4.54    16.25         4.69      1.82        6        0        1       0
59080.356854 15.674913 0.007795  1950    14 c    0  434.89 299.61892 62.13773  2006.01  5966.09 2.35 2.33  17.0 -0.400    19.73 21.83 02a59080o0279c 0xd00831 139.285714  160.52        3.68   344.61        92.10   1418.51         7       0   -7.16        5.84     5.51         2.25      0.29        3        2        2       0
59080.360069 16.503590 0.019111   909    16 c    0   13.71 299.61892 62.13773  1981.69  5922.37 2.71 2.33  28.8 -0.382    19.67 21.83 02a59080o0286c 0x900031  56.812500  160.31        3.97   353.69        94.53   1073.50         7       0   -1.60        5.52    13.35         4.72      1.72        4        0        3       0
59080.365562 15.497570 0.006147  2296    13 c    0  891.61 299.61892 62.13773  2042.19  5998.30 2.40 2.28  26.1 -0.400    19.72 21.80 02a59080o0298c 0x980031 176.615385  137.19        3.84   293.16        78.35   1012.68         7       0   12.52        5.36     9.43         3.34      0.74        4        1        2       0
59080.377954 15.288327 0.005460  2784    14 c    0 1273.57 299.61892 62.13773  2060.19  5879.57 2.37 2.33   2.2 -0.402    19.74 21.80 02a59080o0325c 0xd00131 198.857143  223.91        4.05   695.01       185.75   3485.07         7       0   14.02        5.28    19.74         6.98      3.11        4        1        2       0
59084.387914 16.693689 0.019922   763    14 c    0    2.07 299.61892 62.13773   773.06  3615.19 2.39 2.26 -53.3 -0.410    19.77 21.77 02a59084o0344c 0x002030  54.500000  239.90        4.00   612.77       163.77   3674.95         7       0  -12.50        5.28     7.54         2.67      0.48        4        0        3       0
59084.391113 16.738722 0.017799   732    12 c    0    6.57 299.61892 62.13773   750.33  3572.91 2.46 2.31  20.0 -0.399    19.70 21.76 02a59084o0351c 0x400830  61.000000  374.62        3.24   583.04       155.82   5041.24         7       0  -12.77        6.47     5.66         2.83      0.35        2        0        5       0
59084.397568 16.702260 0.018645   757    13 c    0    2.33 299.61892 62.13773   813.63  3648.05 2.45 2.40  19.3 -0.400    19.68 21.71 02a59084o0365c 0x082030  58.230769  117.44        3.64   313.26        83.72   1187.78         7       0   -0.95        4.96    11.70         4.14      1.57        4        1        2       0
59084.408569 15.227655 0.004794  2944    13 c    0 1613.13 299.61892 62.13773   833.20  3526.40 2.47 2.39 -43.0 -0.394    19.67 21.67 02a59084o0389c 0x500831 226.461538   62.88        3.16   213.08        56.95    706.18         7       0   -9.44        5.25     9.54         3.89      1.23        3        0        4       0
59084.410408 15.526321 0.006312  2236    13 c    0  655.60 299.61892 62.13773 10380.79  3645.99 2.57 2.49  14.1 -0.408    19.64 21.65 02a59084o0393c 0x500131 172.000000  148.77        3.35   436.44       116.64   2352.85         7       0   -5.78        3.83    15.35         4.85      3.20        5        0        2       0
59084.413608 16.700827 0.020053   758    14 c    0    2.80 299.61892 62.13773 10361.32  3609.09 2.63 2.44 -61.6 -0.403    19.68 21.66 02a59084o0400c 0x400a30  54.142857  412.51        3.64   894.11       238.96   8111.66         7       0  -32.24        6.69     3.54         1.77      0.14        2        2        3       0
59084.420963 15.402114 0.005197  2507    12 c    0 1073.95 299.61892 62.13773 10420.76  3691.90 2.58 2.49 -57.0 -0.407    19.66 21.66 02a59084o0416c 0x100031 208.916667  314.60        3.48   566.63       151.44   3884.50         7       0   -7.21        4.86    12.09         4.28      1.53        4        0        3       0
59084.432864 16.654559 0.019217   791    14 c    0    2.32 299.61892 62.13773 10441.11  3575.20 2.51 2.39 -50.6 -0.413    19.70 21.65 02a59084o0442c 0x400830  56.500000  433.60        3.72   813.54       217.43   6687.21         7       0  -17.00        5.77    10.82         4.42      1.17        3        1        3       0
59104.365139 15.936145 0.009207  1533    13 c    0  254.06 299.61892 62.13773   528.24  2063.33 2.51 2.37 -58.6 -0.403    19.67 21.72 02a59104o0330c 0x100031 117.923077   44.96        3.26   135.17        36.13    229.76         7       0    1.83        3.89    12.74         4.03      1.82        5        0        2       0
59104.370653 15.949685 0.009323  1514    13 c    0  267.28 299.61892 62.13773   507.85  2025.70 2.54 2.30 -55.9 -0.406    19.73 21.71 02a59104o0342c 0x100031 116.461538  131.93        3.58   407.57       108.93   1691.99         7       0    3.48        4.24    13.24         4.19      1.76        5        0        2       0
59104.383124 15.854318 0.008539  1653    13 c    0  342.03 299.61892 62.13773   569.07  2093.56 2.53 2.28 -57.4 -0.406    19.70 21.68 02a59104o0369c 0x100031 127.153846  106.23        3.72   309.81        82.80    964.58         7       0    1.06        4.37     9.44         2.99      0.90        5        0        2       0
59104.384043 16.810774 0.022190   685    14 c    0    1.90 299.61892 62.13773 10446.34  2087.18 2.53 2.24 -54.0 -0.425    19.66 21.68 02a59104o0371c 0x002030  48.928571  508.79        4.28   780.97       208.72   5064.88         7       0   -4.71        5.73     9.00         3.18      0.59        4        0        3       0
59104.387291 16.795038 0.021871   695    14 c    0    7.22 299.61892 62.13773 10427.67  2051.20 2.63 2.29 -60.2 -0.421    19.64 21.67 02a59104o0378c 0x002030  49.642857  191.72        4.24   496.35       132.65   2015.21         7       0    8.15        4.97    14.62         4.62      1.67        5        0        2       0
59104.388207 16.806029 0.022093   688    14 c    0    2.69 299.61892 62.13773   589.96  1976.39 2.51 2.34 -64.3 -0.403    19.68 21.67 02a59104o0380c 0x400110  49.142857    0.03        3.26    38.76        10.36     18.64         7       0   -2.60        3.83    14.08         4.45      2.55        5        1        1       0
59104.393745 15.678818 0.007823  1943    14 c    0  417.90 299.61892 62.13773 10486.67  2129.21 2.74 2.45 -63.1 -0.410    19.53 21.65 02a59104o0392c 0x180031 138.785714  247.46        4.99   540.20       144.38   1960.92         7       0   -6.55        6.86    20.60         7.28      2.18        4        1        2       0
59104.403989 16.581574 0.024384   846    19 c    0   10.44 299.61892 62.13773 10506.11  2015.41 2.52 2.23 -55.9 -0.424    19.68 21.62 02a59104o0414c 0x500831  44.526316  994.51        8.25  1070.89       286.21   4550.06         7       0   -2.38       10.36    10.02         4.09      0.32        3        0        4       0
59108.363261 15.440910 0.006733  2419    15 c    0  741.41 299.61892 62.13773  5309.53  8174.25 2.53 2.30 -54.5 -0.418    19.70 21.71 02a59108o0311c 0x500231 161.266667  240.97        4.21   538.62       143.95   2384.25         7       0   17.25        5.50    14.66         5.18      1.78        4        1        2       0
59108.366465 16.785705 0.023233   701    15 c    0    3.12 299.61892 62.13773  5290.77  8134.58 2.53 2.28 -55.3 -0.414    19.72 21.72 02a59108o0318c 0x002030  46.733333  165.14        3.81   451.29       120.61   2027.00         7       0   -1.56        4.52    12.72         4.02      1.58        5        0        2       0
59108.372046 16.781068 0.021591   704    14 c    0    5.95 299.61892 62.13773  5344.75  8208.18 2.51 2.43  44.9 -0.397    19.69 21.71 02a59108o0330c 0x400230  50.285714  271.67        3.64   592.75       158.42   4210.95         7       0   24.76        4.22    10.25         3.24      1.27        5        0        2       0
59108.382624 16.752154 0.024027   723    16 c    0    2.13 299.61892 62.13773  5362.16  8093.62 2.60 2.40 -55.9 -0.410    19.65 21.69 02a59108o0353c 0x002030  45.187500  366.21        4.37   535.33       143.07   2385.17         7       0   -8.18        5.97    16.60         5.87      1.94        4        0        3       0
59132.296622 16.898207 0.024051   632    14 c    0    1.37 299.61892 62.13773  8378.56  3611.13 2.49 2.41 -75.4 -0.388    19.68 21.53 02a59132o0218c 0x400830  45.142857   39.92        3.94    89.49        23.92     59.67         7       0    0.06        5.84    15.57         6.36      2.07        3        2        2       0
59132.300777 16.864381 0.024979   652    15 c    0    1.47 299.61892 62.13773  8362.31  3573.40 2.54 2.49  88.2 -0.390    19.65 21.52 02a59132o0227c 0x082030  43.466667  179.90        3.85   464.69       124.19   2141.73         7       0   -5.74        4.96    10.63         3.76      1.02        4        1        2       0
59132.310896 15.788071 0.008033  1757    13 c    0  415.32 299.61892 62.13773  8424.22  3653.70 2.53 2.43 -66.1 -0.391    19.67 21.52 02a59132o0249c 0x100031 135.153846  293.03        4.08   666.04       178.01   4312.61         7       0    4.98        5.61    11.36         4.02      0.99        4        0        3       0
59132.318267 15.596004 0.006731  2097    13 c    0  655.81 299.61892 62.13773  8446.67  3536.67 2.52 2.45 -61.2 -0.388    19.63 21.50 02a59132o0265c 0x100031 161.307692  491.02        3.89  1016.28       271.61  12084.08         7       0   -8.44        4.62    16.53         5.23      2.44        5        0        2       0
59136.289516 16.784157 0.163943   702   106 c    0    1.28 299.61892 62.13773  8378.43  3615.88 2.51 2.41 -79.4 -0.382    16.80 18.20 02a59136o0271c 0x500812   6.622642   68.00       41.78   178.91        47.82      3.10         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
59136.292798 16.942028 0.028619   607    16 c    0    1.17 299.61892 62.13773  8358.37  3576.28 2.46 2.28 -68.6 -0.391    19.54 21.24 02a59136o0278c 0x400830  37.937500  382.73        4.30   646.19       172.70   3898.84         7       0  -20.67        7.30    16.80         6.86      1.83        3        1        3       0
59136.298366 16.817132 0.039858   681    25 c    0    1.42 299.61892 62.13773  8417.20  3654.86 2.52 2.41 -77.2 -0.383    18.82 20.41 02a59136o0290c 0x400210  27.240000  -10.35        8.77    41.72        11.15      3.56         7       0  -35.92       11.44    24.88         8.80      1.29        4        0        3       0
59136.308500 16.801305 0.020426   691    13 c    0    3.46 299.61892 62.13773  8438.13  3537.51 2.47 2.32 -70.2 -0.388    19.66 21.40 02a59136o0312c 0x082030  53.153846  164.61        4.16   422.30       112.86   1464.62         7       0    1.27        5.55     3.40         1.20      0.08        4        1        2       0
59140.305990 15.027492      NaN -1325  1180 c    0    1.54 299.61892 62.13773  8700.17 10144.25 2.89 2.78 -63.5 -0.470    15.11 16.46 02a59140o0250c 0x900002  -1.122881  377.16      484.46   721.85       192.92      0.31         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
59140.309191 13.662600      NaN -2108  4148 c    0    0.94 299.61892 62.13773  8681.31 10102.70 3.06 2.77 -62.0 -0.480    14.54 15.91 02a59140o0257c 0x900002  -0.508197 -752.88     1531.91  2816.19       752.66      0.46         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
59140.315611 14.621537 0.261252  5145  1238 c    0    6.19 299.61892 62.13773  8735.40 10183.68 2.75 2.63 -69.8 -0.474    14.78 16.02 02a59140o0271c 0xd00812   4.155897 1345.01      494.27  2688.59       718.56      4.42         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
59160.206689 14.987448      NaN   862   937 c    0    1.02 299.61892 62.13773  3675.67  6270.09 2.64 2.34  35.3 -0.378    15.89 17.29 02a59160o0051c 0x900002   0.919957 -174.47      316.58   744.28       198.92      0.88         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
59160.209897 16.595784 0.182040   835   140 c    0    1.99 299.61892 62.13773  3656.14  6230.72 2.56 2.34  33.1 -0.375    16.89 18.15 02a59160o0058c 0x900002   5.964286  -70.16       54.50   151.14        40.39      1.21         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
59160.219995 13.943079      NaN  1955  2552 c    0    1.05 299.61892 62.13773  3709.28  6301.61 2.77 2.39  33.5 -0.376    13.49 14.66 02a59160o0080c 0x900002   0.766066 -229.42      888.31  3477.65       929.44      1.89         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
59160.226418 14.874415      NaN  1388   896 c    0    0.94 299.61892 62.13773  3729.15  6183.11 2.67 2.34  35.2 -0.380    15.46 16.67 02a59160o0094c 0x900002   1.549107 -311.01      302.92  1164.91       311.33      1.99         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
59194.197338 17.392139 0.064982   401    24 c    0    0.49 299.61892 62.13773   147.32  8544.85 2.20 2.15 -51.2 -0.381    19.17 21.83 01a59194o0032c 0x000000  16.708333   -6.25        8.93    34.12         9.12      1.92         7       0  -20.76       11.14    13.15         4.65      0.40        4        0        3       0
59194.197797 17.281543 0.044016   444    18 c    0    2.39 299.61892 62.13773 10050.16  8411.41 2.45 2.36  80.6 -0.330    19.13 21.80 01a59194o0033c 0x400110  24.666667    6.80        6.60    30.85         8.25      3.21         7       0    6.80        6.60    30.85         8.25      3.21        7        0        0       0
59194.201024 17.247836 0.033188   458    14 c    0    6.00 299.61892 62.13773 10070.35  8447.49 2.58 2.39  89.0 -0.333    19.39 22.28 01a59194o0040c 0x000030  32.714286   27.23        5.10    55.52        14.84     16.48         7       0    8.17        5.47    17.28         4.99      1.47        6        0        1       0
59194.201484 17.264559 0.038518   451    16 c    0    0.75 299.61892 62.13773   168.96  8583.83 2.31 2.10 -66.0 -0.396    19.54 22.40 01a59194o0041c 0x080030  28.187500  251.53        5.15   513.94       137.36   1748.30         7       0  -10.91        6.16    13.84         4.38      0.98        5        1        1       0
59194.206555 17.303777 0.029951   435    12 c    0    2.93 299.61892 62.13773 10005.85  8378.56 2.54 2.44  34.0 -0.330    19.56 22.66 01a59194o0052c 0x400330  36.250000   33.67        4.33    51.61        13.79     19.63         7       0   18.97        5.97    19.58         6.92      2.53        4        2        1       0
59194.207015 17.668099 0.055858   311    16 c    0    0.50 299.61892 62.13773   104.53  8500.69 2.41 2.15 -65.1 -0.389    19.65 22.71 01a59194o0053c 0x400830  19.437500 1205.62       11.50   968.43       258.83   2160.06         7       0  -42.00       22.00      NaN          NaN       NaN        1        0        6       0
59194.221773 17.425126 0.036284   389    13 c    0    3.87 299.61892 62.13773  9981.68  8503.45 2.65 2.49   1.4 -0.332    19.56 22.76 01a59194o0085c 0x400830  29.923077  508.66        4.09   703.55       188.03   3803.03         7       0   -8.52        6.61     9.07         3.70      0.57        3        1        3       0
59194.222233 16.709455      NaN   332   140 c    0    0.03 299.61892 62.13773    84.24  8612.98 2.34 2.22 -54.6 -0.387    19.64 22.80 01a59194o0086c 0x100002   2.371429  -15.71      107.18 17713.10      4734.03      0.81         7       0     NaN         NaN      NaN          NaN       NaN        0        0        7       0
59262.619490 18.136622 0.080624   202    15 c    0    1.55 299.61892 62.13773  4711.23  1679.40 2.97 2.85 -12.0 -0.363    19.16 21.24 01a59262o0878c 0x082010  13.466667    6.20        5.15    36.29         9.70      7.37         7       0    0.97        6.16    19.81         6.26      1.96        5        2        0       0
59262.629352 14.968692 0.004649  3737    16 c    0 1525.83 299.61892 62.13773  4685.89  1639.21 2.90 2.77 -14.1 -0.407    19.18 21.14 01a59262o0899c 0x500831 233.562500 1597.11        4.92  1545.14       412.96  13936.89         7       0     NaN         NaN      NaN          NaN       NaN        0        2        5       0
59262.640237 18.024380 0.058164   224    12 c    0    4.42 299.61892 62.13773  4743.43  1724.15 2.74 2.67 -31.5 -0.357    19.30 21.28 01a59262o0922c 0x400930  18.666667  474.75        4.40   503.53       134.58   1859.50         7       0   -8.11        6.88    30.09        12.28      5.85        3        0        4       0
59262.647199 18.068904 0.075749   215    15 c    0    2.36 299.61892 62.13773  4763.20  1601.12 3.03 2.95 -27.1 -0.342    19.10 21.16 01a59262o0937c 0x400330  14.333333  -17.61        5.28    24.17         6.46      3.15         7       0  -18.71        5.70    26.23         7.57      3.73        6        0        1       0
59292.593758 18.120615 0.079444   205    15 c    0    2.42 299.61892 62.13773  3652.60   433.51 3.05 2.89 -70.5 -0.382    19.32 21.45 02a59292o0802c 0x002030  13.666667  166.78        5.75   265.77        71.03    382.85         7       0    1.64        7.22    22.65         7.16      1.97        5        0        2       0
59292.596993 18.163834 0.088182   197    16 c    0    1.76 299.61892 62.13773  3669.97   471.07 3.07 2.90 -66.1 -0.385    19.32 21.46 02a59292o0809c 0x400330  12.312500   43.98        5.73    28.12         7.52      3.12         7       0   38.14        6.28    26.49         7.65      2.71        6        0        1       0
59292.603030 18.203116 0.080002   190    14 c    0    2.79 299.61892 62.13773  3613.66   389.22 2.99 2.86 -84.6 -0.384    19.32 21.48 02a59292o0822c 0x082030  13.571429   20.93        4.75    27.31         7.30      4.97         7       0    5.22        5.64     9.14         2.89      0.56        5        1        1       0
59292.616349 18.519279 0.107044   142    14 c    0    1.66 299.61892 62.13773  3597.33   504.99 3.06 2.94 -84.8 -0.381    19.33 21.51 02a59292o0850c 0x400330  10.142857   62.45        5.21    62.76        16.77     22.23         7       0   43.67        6.84    27.53         9.73      4.11        4        2        1       0
59322.539999 18.757738 0.161908   114    17 c    0    1.18 299.61892 62.13773  1671.44 10046.92 2.61 2.38 -51.5 -0.399    18.86 20.57 01a59322o0668c 0x400830   6.705882  368.32        5.83   665.59       177.89   1800.16         7       0    4.03       10.00     8.50         3.47      0.23        3        2        2       0
59322.544147 18.847027 0.248168   105    24 c    0    2.77 299.61892 62.13773  1657.79 10009.35 2.58 2.32 -57.7 -0.400    18.90 20.61 01a59322o0677c 0x080010   4.375000   13.45        7.90    40.83        10.91      3.84         7       0   -7.90        9.45    26.31         8.32      1.53        5        1        1       0
59322.551061 18.511660 0.106296   143    14 c    0    1.44 299.61892 62.13773  1713.41 10085.14 2.52 2.25 -57.2 -0.411    19.47 21.20 01a59322o0692c 0x000030  10.214286  424.47        4.62   588.48       157.28   2543.19         7       0   -3.29        5.78    16.88         5.34      1.53        5        0        2       0
59322.556132 14.368552 0.003510  6495    21 c    0 3319.01 299.61892 62.13773 10529.57 10167.25 2.81 2.52  56.2 -0.384    19.21 20.89 01a59322o0703c 0x500821 309.285714 3652.00       18.00      NaN          NaN       NaN         1       6     NaN         NaN      NaN          NaN       NaN        0        0        1       6
59322.559361 14.429579 0.003713  6140    21 c    0 2941.39 299.61892 62.13773 10511.74 10125.02 2.81 2.49  55.0 -0.375    18.96 20.63 01a59322o0710c 0x500931 292.380952 1611.36        9.05  2317.75       619.45  10369.15         7       0   16.32       17.23    55.86        27.93      5.18        2        0        5       0
59322.561216 18.729535 0.148477   117    16 c    0    6.17 299.61892 62.13773  1735.67  9969.34 2.59 2.36 -59.1 -0.398    19.21 20.93 01a59322o0714c 0x080010   7.312500    8.07        5.64    28.25         7.55      3.11         7       0    0.89        5.98    15.53         4.48      1.12        6        1        0       0
59326.592173 18.606822 0.116033   131    14 c    0    0.82 299.61892 62.13773  1694.72 10057.28 2.42 2.14 -63.1 -0.407    19.71 21.42 01a59326o0590c 0x400430   9.357143   27.82        4.16    64.36        17.20     31.49         7       0  -11.53        5.43    11.34         4.01      1.10        4        3        0       0
