ControlID          MJD   MJDbin       uJy     duJy   stdev X2norm Nclip Ngood Nexcluded     Mask         m       dm   __tmp_SN
        2 57914.570465 57914.50    -0.492   13.472   13.52  0.255     0     4         1 0x000000 19.883597      NaN  -0.036503
        2          NaN 57915.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57916.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57917.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57918.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57919.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57920.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57921.596340 57921.50     3.419   12.953    0.71  0.001     0     2         2 0x002000 19.834705      NaN   0.263990
        2 57922.543830 57922.50  1731.000 1390.000     NaN    NaN     0     1         1 0x800000 14.472686      NaN   1.245324
        2          NaN 57923.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57924.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57925.526407 57925.50    -7.000   12.000     NaN    NaN     0     1         3 0x002000 20.009244      NaN  -0.583333
        2          NaN 57926.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57927.541305 57927.50    -7.000   12.000     NaN    NaN     0     1         3 0x002000 20.009244      NaN  -0.583333
        2          NaN 57928.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57929.540151 57929.50   -15.000   13.000     NaN    NaN     0     1         3 0x002000 19.922338      NaN  -1.153846
        2          NaN 57930.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57931.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57932.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57933.518233 57933.50    -7.145    7.399   12.73  1.466     0     2         2 0x002000 20.534205      NaN  -0.965591
        2          NaN 57934.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57935.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57936.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57937.50       NaN      NaN     NaN    NaN     4     0         4 0x800000       NaN      NaN        NaN
        2          NaN 57938.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57939.523140 57939.50     5.189    8.534   11.02  0.612     0     3         1 0x000000 20.178920      NaN   0.607961
        2          NaN 57940.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57941.498953 57941.50     5.000   22.000     NaN    NaN     0     1         3 0x002000 19.271854      NaN   0.227273
        2          NaN 57942.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57943.458124 57943.50    -1.000   25.000     NaN    NaN     0     1         3 0x002000 19.212347      NaN  -0.040000
        2          NaN 57944.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57945.517321 57945.50     7.377   11.509   15.65  0.448     0     4         0 0x000000 19.844332      NaN   0.640949
        2          NaN 57946.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57947.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57948.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57949.512790 57949.50     6.000   19.000     NaN    NaN     0     1         3 0x002000 19.401649      NaN   0.315789
        2          NaN 57950.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57951.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57952.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57953.50       NaN      NaN     NaN    NaN     4     0         4 0x800000       NaN      NaN        NaN
        2          NaN 57954.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57955.448400 57955.50     0.000   11.000     NaN    NaN     0     1         0 0x002000 20.103715      NaN   0.000000
        2          NaN 57956.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57957.476811 57957.50    42.000   18.000     NaN    NaN     0     1         3 0x002000 18.944322      NaN   2.333333
        2          NaN 57958.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57959.471692 57959.50    -6.144    5.682   12.87  1.492     0     4         0 0x000000 20.820932      NaN  -1.081261
        2          NaN 57960.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57961.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2          NaN 57962.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57963.470714 57963.50     7.000    7.778   22.63  4.231     0     2         2 0x002000 20.195157      NaN   0.899954
        2          NaN 57964.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57965.456436 57965.50    12.000   15.000     NaN    NaN     0     1         3 0x002000 19.510313      NaN   0.800000
        2          NaN 57966.50       NaN      NaN     NaN    NaN     0     0         0 0x800000       NaN      NaN        NaN
        2 57967.443084 57967.50     1.118    8.843    4.08  0.037     0     4         0 0x000000 20.295920      NaN   0.126475
