         MJD         m       dm   uJy  duJy F  err    chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   __tmp_SN  c1_mean c1_mean_err c1_stdev c1_stdev_err c1_X2norm c1_Nvalid c1_Nnan  c2_mean c2_mean_err c2_stdev c2_stdev_err c2_X2norm c2_Ngood c2_Nclip c2_Nmask c2_Nnan
58066.300976 19.351140      NaN   -34    22 o    0     1.76 299.61892 62.13773  9250.02 10025.83  3.72 2.85 -85.4 -0.423    18.88 20.09 01a58066o0274o 0x080010  -1.545455    -3.31        8.36    41.86        11.19      3.60         7       0   -15.40        9.91    33.69        10.65      2.33        5        1        1       0
58066.301893 19.271854      NaN     2    23 o    0     2.02 299.61892 62.13773   956.48   489.90  3.44 2.87  73.0 -0.476    18.96 20.19 01a58066o0276o 0x400330   0.086957    53.32        8.18    56.81        15.18      7.16         7       0    44.75       11.11    37.48        13.25      2.86        4        2        1       0
58068.268874 14.424111 0.003167  6171    18 o    0  5501.46 299.61892 62.13773   420.41  8589.87  2.50 2.13  38.2 -0.455    19.17 20.01 02a58068o0194o 0x500131 342.833333  1210.94        8.56  3035.66       811.31  18847.01         7       0    -0.93       10.02    42.12        13.32      3.45        5        0        2       0
58068.276748 19.169763      NaN   -16    26 o    0     3.16 299.61892 62.13773   400.83  8554.51  2.53 2.17  33.8 -0.459    18.86 19.73 02a58068o0211o 0x000030  -0.615385    48.38        9.63   136.62        36.51     27.90         7       0    -0.71       10.37    22.54         6.51      0.82        6        0        1       0
58068.280498 17.165683 0.052748   494    24 o    0    24.77 299.61892 62.13773  9544.57  8484.88  2.37 2.13  46.2 -0.492    19.21 20.06 02a58068o0219o 0x180031  20.583333   720.26        7.80  1821.79       486.90   8211.26         7       0     3.58        9.26    24.49         7.74      1.35        5        1        1       0
58068.285195 18.550302      NaN   -30    46 o    0     0.76 299.61892 62.13773   453.10  8630.47  2.50 2.11  30.2 -0.470    18.63 19.47 02a58068o0229o 0x080010  -0.652174   -14.51       13.40    57.83        15.46      2.56         7       0   -35.19       16.14    37.52        11.87      1.20        5        1        1       0
58068.288577 18.459772      NaN    60    30 o    0     1.32 299.61892 62.13773  9521.09  8445.97  2.39 2.18  47.0 -0.481    18.92 19.73 02a58068o0236o 0x000030   2.000000   700.42        9.66  1643.46       439.23   4590.27         7       0     6.45       11.88    18.83         5.96      0.52        5        0        2       0
58068.293259 14.998142 0.006866  3637    23 o    0  1041.98 299.61892 62.13773   471.46  8498.07  2.65 2.28  35.7 -0.456    18.63 19.51 02a58068o0246o 0x180011 158.130435     9.56       10.93    85.84        22.94      8.51         7       0    -2.45       13.15    25.98         8.21      0.62        5        1        1       0
58068.297132 18.786693      NaN   -87    37 o    0     3.05 299.61892 62.13773  9574.34  8525.59  2.46 2.18  44.0 -0.481    18.58 19.31 02a58068o0254o 0x000030  -2.351351  1408.60       14.10  2760.20       737.70   6999.93         7       0   -24.17       16.94    22.06         6.98      0.36        5        0        2       0
58068.308832 17.922662      NaN    84    54 o    0     1.32 299.61892 62.13773  9586.04  8413.11  2.43 2.27  36.7 -0.453    18.41 19.23 02a58068o0279o 0x100002   1.555556    24.77       20.00    43.90        11.73      0.79         7       0    66.97       30.10    35.02        14.30      0.46        3        0        4       0
58074.258961 19.631075      NaN   -18    17 o    0     2.87 299.61892 62.13773  8141.04   661.92  3.51 3.04  86.9 -0.438    19.10 20.65 01a58074o0177o 0x002020  -1.058824    28.28        7.03    29.70         7.94      2.46         7       0    22.21        7.64    28.44         8.21      2.12        6        0        1       0
58074.266862 19.743105 0.354044    46    15 o    0     3.16 299.61892 62.13773  8181.13   721.31  3.59 3.03  83.2 -0.435    19.07 20.57 01a58074o0194o 0x400130   3.066667    34.75        6.29    37.89        10.13      5.39         7       0    17.63        7.46    30.23         9.56      3.56        5        1        1       0
58074.269181 17.664614 0.062639   312    18 o    0    20.96 299.61892 62.13773  6916.36 10442.68  3.39 2.94 -85.1 -0.446    19.09 20.52 01a58074o0199o 0x500a31  17.333333   569.12        6.28   840.80       224.71   2654.78         7       0    36.87        9.58    25.11        10.25      2.46        3        2        2       0
58074.274718 19.334813      NaN    13    18 o    0     1.54 299.61892 62.13773  8158.10   667.05  3.39 2.94  82.2 -0.447    19.09 20.53 01a58074o0211o 0x400220   0.722222    34.62        6.77    24.69         6.60      1.95         7       0    29.95        7.30    23.38         6.75      1.77        6        0        1       0
58074.277059 14.834406 0.004878  4229    19 o    0  1288.92 299.61892 62.13773  6959.14 10502.56  3.42 2.93 -86.4 -0.458    19.05 20.50 01a58074o0216o 0x500831 222.578947  2341.54       10.75  1943.90       519.53   6062.51         7       0   -32.65       29.94    66.47        33.23      0.04        2        0        5       0
58074.282621 18.738855      NaN    56    20 o    0     1.54 299.61892 62.13773  8153.21   808.70  3.56 3.12  84.9 -0.437    18.99 20.48 01a58074o0228o 0x400220   2.800000    23.52        7.02    23.15         6.19      1.34         7       0    23.64        7.81    25.35         7.32      1.61        6        0        1       0
58074.284460 18.933071      NaN    43    18 o    0     1.76 299.61892 62.13773  6916.00 10446.91  3.51 2.95 -82.7 -0.448    19.00 20.45 01a58074o0232o 0x082030   2.388889    35.47        7.02    41.93        11.21      5.23         7       0    21.61        7.70    30.32         8.75      2.47        6        1        0       0
58078.251144 19.256669 0.271434    72    18 o    0    10.01 299.61892 62.13773 10149.00  1650.17  3.84 2.81  88.1 -0.451    19.19 20.73 01a58078o0159o 0x500231   4.000000    62.14        6.58    45.25        12.09      6.72         7       0    76.34        8.74    16.27         5.75      0.83        4        2        1       0
58078.258541 16.723990 0.029265   742    20 o    0    40.53 299.61892 62.13773 10188.84  1706.79  3.86 2.75  89.3 -0.459    19.16 20.70 01a58078o0175o 0x500931  37.100000  1749.08        6.61  1244.26       332.54   5386.19         7       0    26.18       11.65    50.91        25.46      9.51        2        0        5       0
58078.262243 19.696897      NaN   -64    16 o    0     1.68 299.61892 62.13773   982.82  1939.44  3.52 2.76  75.7 -0.463    19.17 20.80 01a58078o0183o 0x400110  -4.000000    19.73        6.88    39.73        10.62      4.65         7       0     7.95        8.28    34.82        11.01      3.46        5        1        1       0
58078.265932 18.261819 0.102542   180    17 o    0     7.06 299.61892 62.13773 10155.38  1653.63  3.84 2.80  88.4 -0.456    19.15 20.67 01a58078o0191o 0x400330  10.588235    60.65        6.84    58.49        15.63     10.65         7       0    49.06        9.24    39.91        14.11      4.73        4        2        1       0
58078.269179 19.609992      NaN     4    16 o    0     2.58 299.61892 62.13773  1030.97  1999.93  3.45 2.76  75.2 -0.468    19.20 20.79 01a58078o0198o 0x002000   0.250000    13.20        6.71    24.03         6.42      1.99         7       0    13.20        6.71    24.03         6.42      1.99        7        0        0       0
58078.273331 19.529530      NaN     8    16 o    0    11.66 299.61892 62.13773 10157.88  1792.16  3.81 2.79  88.8 -0.453    19.15 20.67 01a58078o0207o 0x500331   0.500000    30.26        6.76    32.70         8.74      3.40         7       0    34.94        7.23    32.15         9.28      3.42        6        0        1       0
58078.277107 19.302877      NaN    18    17 o    0     1.71 299.61892 62.13773   988.57  1939.76  3.48 2.77  75.1 -0.467    19.19 20.79 01a58078o0215o 0x400930   1.058824   605.28        6.45   767.73       205.19   2240.64         7       0    22.28       10.26    30.27        12.36      2.74        3        1        3       0
58078.284596 19.351140      NaN   -34    22 o    0     1.21 299.61892 62.13773  1004.02  2077.85  3.49 2.78  77.2 -0.470    19.20 20.77 01a58078o0231o 0x002020  -1.545455    24.19        6.98    24.43         6.53      1.95         7       0    16.22        8.30    17.37         5.49      0.84        5        0        2       0
58082.265767 14.813807 0.288690  4310  1146 o    0     3.26 299.61892 62.13773  6298.59  9436.28  3.81 3.37 -77.0 -0.436    14.30 15.16 01a58082o0181o 0xd00832   3.760908  2030.56      474.34  2591.27       692.55      4.50         7       0  2150.00     1116.00      NaN          NaN       NaN        1        0        6       0
58082.273663 14.175066      NaN  1885  1959 o    0     1.84 299.61892 62.13773  6341.70  9492.09  3.41 2.90 -83.0 -0.454    14.33 15.11 01a58082o0198o 0xd00812   0.962226  1752.76      712.84  3516.10       939.72      3.71         7       0  4870.00     1802.00      NaN          NaN       NaN        1        0        6       0
58082.281048 14.532442      NaN  1496  1363 o    0     3.11 299.61892 62.13773  6299.57  9435.29  3.40 2.97 -84.0 -0.444    14.48 15.22 01a58082o0214o 0xd00832   1.097579  1824.85      489.02  2243.64       599.64      2.94         7       0  1267.00     1348.00      NaN          NaN       NaN        1        0        6       0
58082.288978 17.995680      NaN    17    71 o    0     5.30 299.61892 62.13773  6307.45  9568.22  3.59 3.34 -83.6 -0.434    17.59 18.65 01a58082o0231o 0x900002   0.239437    60.44       29.60    79.91        21.36      1.07         7       0    53.78       46.38    44.51        18.17      0.33        3        0        4       0
58091.233788 18.053859      NaN    11    69 o    0     1.13 299.61892 62.13773  8878.22  8452.22  2.78 2.46  45.8 -0.477    18.43 18.89 02a58091o0114o 0x900002   0.159420     2.84       27.05    50.60        13.52      0.49         7       0     0.20       40.75    67.73        27.65      0.93        3        0        4       0
58091.242313 17.837796      NaN    14    84 o    0     0.91 299.61892 62.13773  8857.49  8412.14  2.65 2.40  38.6 -0.501    18.39 18.82 02a58091o0132o 0x900002   0.166667   -10.58       33.01    51.67        13.81      0.36         7       0    -1.80       51.65    29.16        11.90      0.11        3        0        4       0
58091.250246 17.922662      NaN   -16    82 o    0     1.40 299.61892 62.13773  8909.05  8492.71  2.90 2.58  43.3 -0.468    18.39 18.78 02a58091o0149o 0x900002  -0.195122    -6.66       32.49    49.02        13.10      0.32         7       0   -19.72       52.85    64.37        26.28      0.51        3        0        4       0
58091.258762 17.411259      NaN   118    92 o    0     1.44 299.61892 62.13773  8923.93  8376.94  2.89 2.59  40.6 -0.494    18.24 18.72 02a58091o0167o 0x900002   1.282609   -32.64       34.44    37.15         9.93      0.18         7       0   -35.11       52.60    49.08        20.04      0.30        3        0        4       0
58094.243417 18.967180      NaN    34    20 o    0     5.35 299.61892 62.13773  8399.30  1121.87  3.73 3.18  81.5 -0.419    18.94 20.51 01a58094o0142o 0x002000   1.700000     0.93        7.35    27.92         7.46      2.15         7       0     0.93        7.35    27.92         7.46      2.15        7        0        0       0
58094.250864 19.454622      NaN    -7    20 o    0     2.03 299.61892 62.13773  8442.53  1174.71  3.70 3.12  85.4 -0.428    18.94 20.43 01a58094o0158o 0x400220  -0.350000    32.39        7.41    24.42         6.53      1.59         7       0    32.39        7.41    24.42         6.53      1.59        7        0        0       0
58094.258307 19.384550 0.322328    64    19 o    0    10.14 299.61892 62.13773  8411.95  1114.08  3.56 3.02 -88.6 -0.435    18.95 20.40 01a58094o0174o 0x500221   3.368421    53.91        7.23    21.18         5.66      1.34         7       0    49.08        7.89    19.46         5.62      1.14        6        0        1       0
58094.265718 19.510313      NaN   -22    19 o    0     2.31 299.61892 62.13773  8419.49  1245.84  3.68 3.17  87.4 -0.422    18.83 20.37 01a58094o0190o 0x002000  -1.157895    16.20        7.73    15.51         4.14      0.60         7       0    16.20        7.73    15.51         4.14      0.60        7        0        0       0
58096.242400 14.328511 0.004350  6739    27 o    0  1837.51 299.61892 62.13773   344.84  8805.17  3.32 2.70  38.6 -0.454    19.25 20.47 02a58096o0142o 0x500831 249.592593  2675.51        9.89  3261.05       871.55  15238.70         7       0     9.14       19.65     3.54         1.77      0.02        2        1        4       0
58096.251571 14.842135 0.005947  4199    23 o    0   962.51 299.61892 62.13773   325.05  8773.19  3.35 2.67  38.0 -0.451    19.11 20.41 02a58096o0160o 0x500831 182.565217  2982.17        9.79  4359.44      1165.11  27474.47         7       0    32.85       15.10    31.34        12.80      1.30        3        0        4       0
58096.254797 19.155932      NaN     4    25 o    0     3.98 299.61892 62.13773  9465.43  8678.37  3.12 2.83  51.4 -0.457    19.26 20.47 02a58096o0167o 0x082030   0.160000  1221.94        8.20  1989.13       531.62   8502.67         7       0    18.72       10.65    26.51         9.37      1.61        4        1        2       0
58096.258987 14.275837 0.003684  7074    24 o    0  2007.43 299.61892 62.13773   378.53  8848.00  3.62 3.15  39.5 -0.410    19.07 20.31 02a58096o0176o 0x500a31 294.750000  4475.96        9.08  3349.90       895.30  17924.16         7       0   245.00       27.00      NaN          NaN       NaN        1        0        6       0
58096.262212 18.048890 0.138816   219    28 o    0    24.94 299.61892 62.13773  9444.89  8640.68  3.09 2.86  52.8 -0.446    19.19 20.40 02a58096o0183o 0x100031   7.821429   141.32        9.81   157.16        42.00     36.94         7       0    36.72       12.40    10.55         3.73      0.19        4        0        3       0
58096.266420 14.954548 0.006309  3786    22 o    0   802.65 299.61892 62.13773   396.83  8729.54  3.69 3.11  36.4 -0.381    18.96 20.24 02a58096o0192o 0x500a31 172.090909  1393.30        8.82  1735.02       463.70   5756.03         7       0    69.73       13.83     9.07         3.70      0.14        3        1        3       0
58096.270104 18.816441 0.291540   108    29 o    0     4.79 299.61892 62.13773  9498.96  8728.84  3.33 2.94  56.7 -0.410    19.11 20.38 02a58096o0200o 0x400830   3.724138  2150.67        8.62  1726.98       461.55   5344.08         7       0     7.70       17.64     3.54         1.77      0.02        2        0        5       0
58096.278532 17.626994 0.097481   323    29 o    0    13.57 299.61892 62.13773  9513.09  8621.71  3.24 2.98  56.8 -0.434    19.08 20.31 02a58096o0218o 0x500a31  11.137931  3159.11       10.09  2291.20       612.35   6845.09         7       0   150.00       31.00      NaN          NaN       NaN        1        0        6       0
58098.237619 18.990530      NaN    20    24 o    0     2.80 299.61892 62.13773 10398.20  1476.23  3.63 3.38 -87.1 -0.415    18.69 20.14 01a58098o0105o 0x400110   0.833333     5.36        9.65    73.52        19.65      8.09         7       0    -7.77       11.43    44.94        14.21      2.99        5        1        1       0
58098.244517 18.606822      NaN    47    28 o    0     3.25 299.61892 62.13773 10440.08  1525.56  3.66 3.31 -85.3 -0.443    18.81 20.21 01a58098o0120o 0x400220   1.678571    68.14       10.44    38.21        10.21      1.93         7       0    59.53       11.39    34.75        10.03      1.60        6        0        1       0
58098.246862 15.533629 0.009288  2221    19 o    0   347.28 299.61892 62.13773  1221.00  1793.02  3.40 3.18  52.7 -0.437    18.81 20.31 01a58098o0125o 0x500131 116.894737    88.68        9.74    98.67        26.37     16.21         7       0     7.61       14.63    72.56        25.65      4.81        4        1        2       0
58098.251953 19.076453 0.268241    85    21 o    0     7.31 299.61892 62.13773 10410.53  1467.01  3.57 3.25 -80.5 -0.430    18.83 20.22 01a58098o0136o 0x400130   4.047619   131.08        8.40   121.95        32.59     30.60         7       0    22.76       11.84    40.29        14.24      2.88        4        2        1       0
58098.254304 18.542463      NaN    67    24 o    0    13.71 299.61892 62.13773  1265.42  1848.57  3.29 3.07  47.1 -0.452    18.96 20.41 01a58098o0141o 0x500231   2.791667   558.04        8.86   758.31       202.67   1411.33         7       0   130.22       12.28    30.93        10.94      1.63        4        1        2       0
58098.261941 18.900000      NaN    22    26 o    0     2.21 299.61892 62.13773  1234.75  1781.42  3.40 3.10  57.0 -0.444    18.80 20.31 01a58098o0158o 0x002000   0.846154    29.86       10.66    25.26         6.75      0.77         7       0    24.95       11.78    24.65         7.12      0.73        6        0        1       0
58098.269406 18.847027      NaN   -35    35 o    0     4.56 299.61892 62.13773  1244.24  1911.32  3.46 3.31  61.2 -0.439    18.68 20.19 01a58098o0174o 0x082030  -1.000000    37.15       10.51    61.56        16.45      4.52         7       0     9.56       12.82    45.61        14.42      2.26        5        1        1       0
58102.233090 18.389700      NaN    76    28 o    0     6.97 299.61892 62.13773  7269.94   397.25  4.38 3.92  81.5 -0.386    18.59 20.11 01a58102o0115o 0xc00220   2.714286    94.30       10.01    37.38         9.99      2.09         7       0    77.75       11.94    31.67        10.01      1.43        5        0        2       0
58102.240955 19.169763      NaN    -4    26 o    0     6.50 299.61892 62.13773  7315.32   448.66  4.43 3.95 -87.9 -0.382    18.55 20.10 01a58102o0132o 0xc00220  -0.153846    51.94        9.70    35.44         9.47      1.95         7       0    56.77       10.45    36.21        10.45      2.03        6        0        1       0
58102.247013 18.786693      NaN    36    25 o    0     7.14 299.61892 62.13773  5867.23 10156.28  4.23 3.81 -76.2 -0.381    18.55 20.10 01a58102o0145o 0xc00220   1.440000    87.58        9.64    35.84         9.58      1.91         7       0    84.22       10.53    38.28        11.05      2.16        6        0        1       0
58102.249794 19.256669 0.361912    72    24 o    0     4.94 299.61892 62.13773  7290.43   388.20  4.15 3.76  90.0 -0.378    18.56 20.04 01a58102o0151o 0xc00320   3.000000    84.18        8.94    36.27         9.69      2.25         7       0    81.13        9.57    38.17        11.02      2.55        6        0        1       0
58102.255819 17.785989 0.112854   279    29 o    0    15.80 299.61892 62.13773  5916.83 10207.40  4.58 4.12 -78.4 -0.391    18.44 20.03 01a58102o0164o 0xd00a31   9.620690   262.59       11.09    79.57        21.26      7.27         7       0   296.00       19.80     8.49         4.24      0.09        2        0        5       0
58110.194127 17.411259      NaN   127    89 o    0     1.30 299.61892 62.13773  8092.42   367.56  3.38 3.17  89.4 -0.440    17.16 17.35 01a58110o0037o 0x100002   1.426966    30.82       35.09    69.22        18.50      0.53         7       0    64.16       51.57    47.38        19.34      0.29        3        0        4       0
58110.198857 18.311179      NaN    49    41 o    0     2.23 299.61892 62.13773  8123.42   416.02  3.56 3.37 -80.9 -0.430    18.02 18.68 01a58110o0047o 0x400110   1.195122    -1.99       15.39    67.70        18.09      2.75         7       0    -4.46       19.92    66.82        23.62      2.84        4        0        3       0
58110.205821 19.183773      NaN     8    23 o    0     4.92 299.61892 62.13773  8091.85   354.47  3.54 3.41 -66.6 -0.406    18.80 19.97 01a58110o0062o 0x400110   0.347826    24.09        8.92    42.05        11.24      3.21         7       0    24.09        8.92    42.05        11.24      3.21        7        0        0       0
58110.214695 18.826541      NaN    50    19 o    0     5.99 299.61892 62.13773  8103.71   489.79  3.44 3.11  84.1 -0.439    18.88 20.32 01a58110o0081o 0x400130   2.631579    33.17        7.10    41.80        11.17      5.50         7       0    19.95        7.72    30.26         8.73      2.83        6        1        0       0
58110.223568 18.933071 0.223863    97    20 o    0     6.92 299.61892 62.13773  6902.52 10176.13  3.55 3.16 -85.0 -0.435    18.94 20.36 01a58110o0100o 0x082030   4.850000    31.07        7.38    47.20        12.61      6.89         7       0    11.37        8.19    29.73         8.58      2.12        6        1        0       0
58110.232421 18.489118 0.156168   146    21 o    0     8.12 299.61892 62.13773  6952.68 10227.38  3.69 3.30 -82.9 -0.416    18.84 20.25 01a58110o0119o 0x400230   6.952381   111.35        8.02    71.55        19.12     12.15         7       0   146.00       11.00    22.49         7.95      1.05        4        2        1       0
58112.206540 18.336727      NaN   -55    56 o    0     0.56 299.61892 62.13773    40.87  9265.53  2.60 2.12  32.1 -0.494    19.00 19.70 02a58112o0055o 0x500812  -0.982143   -44.41       15.40    90.14        24.09      4.52         7       0    -0.84       22.12    51.47        21.01      1.84        3        0        4       0
58112.215371 18.684100      NaN    23    33 o    0     0.82 299.61892 62.13773    49.99  9146.12  2.75 2.27  35.8 -0.477    19.15 20.01 02a58112o0074o 0x002010   0.696970   -27.17       13.40   112.28        30.01      8.77         7       0    20.48       16.79    38.51        13.62      1.14        4        0        3       0
58112.229978 18.748255      NaN    52    21 o    0     3.15 299.61892 62.13773  9119.84  9060.24  2.53 2.20  38.6 -0.501    19.26 20.11 02a58112o0105o 0x400130   2.476190   820.62        8.41  1697.74       453.74   6941.30         7       0   -17.33       10.89    39.20        13.86      3.11        4        1        2       0
58112.239028 18.796518      NaN    32    26 o    0     1.05 299.61892 62.13773  9099.15  9024.63  2.55 2.27  33.5 -0.495    19.20 20.06 02a58112o0124o 0x082030   1.230769   890.57        8.68  1781.17       476.04   7520.18         7       0   -11.25       11.50    27.34         9.67      1.41        4        1        2       0
58112.246895 17.397568 0.065307   399    24 o    0    18.47 299.61892 62.13773  9160.84  9111.00  2.58 2.26  33.6 -0.498    19.19 19.98 02a58112o0141o 0x180031  16.625000   898.33       10.26  2944.24       786.88   9924.42         7       0     8.60       13.30    44.16        15.61      2.34        4        1        2       0
58112.254822 18.933071      NaN    13    28 o    0     4.89 299.61892 62.13773  9165.74  8987.63  2.56 2.32  30.5 -0.493    19.10 19.96 02a58112o0158o 0x400110   0.464286    11.50       10.65    64.83        17.33      4.39         7       0   -10.70       12.48    48.95        15.48      2.62        5        1        1       0
58114.199645 17.620292 0.307347   325    92 o    0     2.44 299.61892 62.13773 10267.50  2423.50  3.84 3.04 -86.9 -0.414    16.66 17.42 01a58114o0038o 0xd00b32   3.532609   205.05       33.38   151.03        40.36      3.04         7       0   165.81       51.77   186.06        75.96      4.79        3        0        4       0
58114.200102 17.318857      NaN   201    76 o    0     2.42 299.61892 62.13773 10250.65  2387.39  3.88 3.07 -86.5 -0.401    16.50 17.44 01a58114o0039o 0x900002   2.644737    40.01       28.97   106.53        28.47      2.02         7       0     9.57       46.53    51.55        21.04      0.39        3        0        4       0
58114.201999 16.267304      NaN   188   314 o    0     2.19 299.61892 62.13773 10219.79  2358.77  3.87 3.28 -86.6 -0.420    16.04 16.47 01a58114o0043o 0xd00822   0.598726   487.57      117.77   309.59        82.74      1.00         7       0   387.83      224.53   453.96       226.98      2.04        2        0        5       0
58122.200757 16.270190      NaN   425   234 o    0     1.02 299.61892 62.13773   980.12  2166.26  4.13 3.71  76.2 -0.475    17.10 17.97 01a58122o0033o 0x900002   1.816239   -19.70       82.54   246.68        65.93      1.31         7       0  -267.50      151.32   251.02       125.51      1.38        2        0        5       0
58122.206812 18.944322      NaN  -112    32 o    0     1.73 299.61892 62.13773   942.86  2095.10  3.78 3.24  80.1 -0.442    18.51 19.61 01a58122o0046o 0x800000  -3.500000    32.49       12.51    33.18         8.87      0.91         7       0    29.39       13.52    35.06        10.12      1.02        6        0        1       0
58122.215156 18.748255 0.254912   115    27 o    0     2.16 299.61892 62.13773   955.84  2223.89  4.02 3.60  73.6 -0.428    18.70 20.16 01a58122o0064o 0x880030   4.259259    44.67       12.25    97.53        26.07      7.34         7       0     6.46       14.42    50.23        15.88      2.03        5        1        1       0
58206.602529 18.702047      NaN    18    34 o    0     4.63 299.61892 62.13773   560.23  8836.47  4.05 3.57 -87.1 -0.359    18.46 19.72 01a58206o0721o 0x000000   0.529412     3.58       13.21    36.28         9.70      1.14         7       0     3.18       14.27    39.65        11.45      1.37        6        0        1       0
58206.611547 18.978793      NaN   -13    31 o    0     6.38 299.61892 62.13773   580.16  8783.83  4.20 3.60 -79.6 -0.355    18.56 19.81 01a58206o0739o 0x000000  -0.419355    12.51       12.56    24.07         6.43      0.49         7       0    15.16       13.82    25.78         7.44      0.55        6        0        1       0
58206.620639 18.445391      NaN    68    28 o    0     4.26 299.61892 62.13773   661.48  8830.25  4.08 3.47 -85.5 -0.369    18.70 19.96 01a58206o0758o 0x000000   2.428571    -6.22       10.86    31.73         8.48      1.12         7       0    -7.77       11.65    34.40         9.93      1.32        6        0        1       0
58206.629243 19.063754      NaN    14    24 o    0    11.16 299.61892 62.13773   702.41  8687.80  4.02 3.47 -83.7 -0.368    18.78 20.18 01a58206o0776o 0x500221   0.583333    45.77        9.33    23.78         6.36      0.92         7       0    48.21       10.99    27.04         8.55      1.21        5        0        2       0
58206.651522 15.632866      NaN   182   615 o    0     1.02 299.61892 62.13773  9758.04  8600.58  6.30 4.29 -83.4 -0.389    16.51 17.00 01a58206o0821o 0x100002   0.295935    70.04      227.30   384.47       102.75      0.42         7       0  -282.00      604.00      NaN          NaN       NaN        1        0        6       0
58208.520081 18.110074      NaN   -92    69 o    0     1.36 299.61892 62.13773  7393.69  9609.10  2.57 2.14   7.9 -0.511    18.04 18.48 02a58208o0628o 0x900002  -1.333333     7.04       25.30    45.98        12.29      0.42         7       0    46.80       37.80    26.84        10.96      0.15        3        0        4       0
58208.526235 18.208845      NaN   -68    63 o    0     1.25 299.61892 62.13773  7411.58  9647.94  2.57 2.17   5.7 -0.507    18.09 18.52 02a58208o0641o 0x900002  -1.079365   -17.86       23.97    81.92        21.89      1.65         7       0    12.80       36.17    76.16        31.09      1.53        3        0        4       0
58208.532260 18.226218      NaN  -168    62 o    0     1.05 299.61892 62.13773  7355.74  9572.24  2.50 2.05   2.6 -0.525    18.17 18.55 02a58208o0654o 0x900002  -2.709677    29.35       21.88    32.13         8.59      0.32         7       0    26.69       32.73    42.78        17.47      0.62        3        0        4       0
58208.538301 18.226218      NaN   -44    62 o    0     0.88 299.61892 62.13773  7328.17  9691.61  2.45 2.05   2.0 -0.525    18.17 18.58 02a58208o0667o 0x900002  -0.709677    28.46       23.56    51.74        13.83      0.68         7       0    27.44       36.36    65.31        26.66      1.02        3        0        4       0
58214.644147 17.809593      NaN    63    70 o    0     1.39 299.61892 62.13773  3826.25  1784.10  3.34 2.92  -7.0 -0.447    17.47 17.71 01a58214o0451o 0x900002   0.900000    66.76       27.43   113.69        30.39      2.24         7       0   140.98       43.10    72.46        29.58      1.04        3        0        4       0
58220.634298 19.038793      NaN    31    19 o    0     1.17 299.61892 62.13773  8301.77  2683.56  2.22 2.14 -82.0 -0.452    19.08 19.83 02a58220o0870o 0x002000   1.631579     5.50        7.65    21.56         5.76      1.05         7       0     5.50        7.65    21.56         5.76      1.05        7        0        0       0
58220.643196 17.482434      NaN    96    91 o    0     0.74 299.61892 62.13773  8321.29  2723.66  2.27 2.16  83.4 -0.454    17.37 17.46 02a58220o0889o 0x100002   1.054945     0.30       32.63    55.35        14.79      0.41         7       0    -3.11       50.15    25.15        10.27      0.08        3        0        4       0
58232.609152 19.454622      NaN   -38    20 o    0     1.30 299.61892 62.13773  6711.73 10356.99  2.33 2.22  26.1 -0.450    19.36 20.42 02a58232o0725o 0x400130  -1.900000   555.71        6.63  1378.36       368.38   6505.67         7       0   -13.12        7.86    28.50         9.01      2.66        5        1        1       0
58232.618223 19.569016      NaN   -24    18 o    0     0.65 299.61892 62.13773  6729.57 10415.70  2.36 2.21  46.7 -0.466    19.39 20.42 02a58232o0744o 0x400210  -1.333333   -14.26        6.15    27.37         7.32      3.05         7       0   -23.20        6.74    21.08         6.08      1.57        6        1        0       0
58232.618679 19.491430      NaN     4    18 o    0     0.71 299.61892 62.13773  8199.33   617.16  2.22 2.08  61.9 -0.467    19.45 20.48 02a58232o0745o 0x002000   0.222222    -3.12        5.82     9.52         2.54      0.41         7       0    -3.12        5.82     9.52         2.54      0.41        7        0        0       0
58232.627310 19.302877      NaN   -77    23 o    0     1.82 299.61892 62.13773  6665.91 10316.30  2.33 2.15  26.0 -0.463    19.11 19.81 02a58232o0763o 0x400130  -3.347826   495.94        7.68  1181.93       315.88   3484.77         7       0    25.36       10.71    35.71        12.62      2.88        4        2        1       0
58232.627766 19.287255      NaN     4    22 o    0     1.30 299.61892 62.13773  8219.81   653.21  2.23 2.06  69.4 -0.466    19.11 19.81 02a58232o0764o 0x002000   0.181818     9.50        8.61    34.02         9.09      2.30         7       0     9.50        8.61    34.02         9.09      2.30        7        0        0       0
58232.636384 17.447688      NaN    39   114 o    0     0.98 299.61892 62.13773  6638.83 10438.11  2.46 2.24  26.9 -0.363    17.51 17.50 02a58232o0782o 0x100002   0.342105    51.87       45.41    34.70         9.27      0.08         7       0    48.88       77.65    42.44        17.33      0.09        3        0        4       0
58232.636840 17.555452      NaN    81    88 o    0     1.07 299.61892 62.13773  8167.08   580.85  2.33 2.13  57.1 -0.481    17.46 17.48 02a58232o0783o 0x100002   0.920455    61.78       33.81   121.42        32.45      1.60         7       0    80.32       51.35   139.31        56.87      2.15        3        0        4       0
58234.598843 14.972184 0.006412  3725    22 o    0   839.78 299.61892 62.13773   581.21  9683.11  3.24 2.87 -73.3 -0.481    18.68 20.26 01a58234o0680o 0x500831 169.318182  2277.72        9.04  2023.61       540.83   7052.42         7       0     5.45       14.28    17.62         7.19      0.44        3        0        4       0
