          MJD       m       dm    uJy   duJy  F  err     chi/N         RA       Dec         x         y    maj   min   phi  apfit    Sky     ZP             Obs  Mask  o0_Nmasked  o1_mean  o1_mean_err  o1_stddev    o1_X2norm  o1_Nvalid  o1_Nnan  Noffsetlc  o2_mean  o2_mean_err  o2_stddev  o2_X2norm  o2_Nused  o2_Nskipped  o2_Nin
 59026.476004  14.898    0.005   3988     19  o    0    907.33  299.61892  62.13773   8390.54   3620.24   2.37  2.20  -9.7 -0.384  19.59  21.01  01a59026o0511o     4           2      7.0      270.882    663.523    3342.5860          7        0          7    4.254        6.471     12.435     0.8039         4            1       5
 59026.481545  15.776    0.011   1776     19  o    0      2.86  299.61892  62.13773   8407.90   3504.09   2.43  2.27 -10.7 -0.377  19.56  21.03  01a59026o0523o   512           2      7.0      149.774    366.869    1233.3762          7        0          7    3.923        5.246     24.146     3.9091         5            0       5
 59030.460711  15.806    0.013   1728     22  o    0      2.28  299.61892  62.13773   8352.76   3585.42   2.31  2.05  -4.4 -0.380  19.45  20.44  01a59030o0477o     0           1      6.0       22.910     56.117       9.0652          7        0          7    9.616        6.339     14.360     0.6996         6            0       6
 59030.463929  15.784    0.012   1764     21  o    0      3.64  299.61892  62.13773   8332.24   3545.65   2.33  2.09 -10.5 -0.391  19.44  20.45  01a59030o0484o    32           2     22.0       39.470     96.680      39.0586          7        0          7   18.712       11.651      6.215     0.0899         2            3       5
 59030.466693  15.782    0.012   1766     20  o    0      2.26  299.61892  62.13773   8393.25   3625.03   2.33  2.09  -8.5 -0.388  19.49  20.47  01a59030o0490o     0           2     11.0      538.850   1319.907    7127.3480          7        0          7   12.124        6.799     27.768     2.5123         5            0       5
 59030.473138  15.785    0.011   1762     20  o    0      3.32  299.61892  62.13773   8409.69   3510.11   2.29  2.05 -12.4 -0.387  19.48  20.52  01a59030o0504o  1536           1     16.0       19.319     47.322      10.5761          7        0          7   17.032        5.641     29.363     4.0479         6            0       6
 59032.439338  15.787    0.015   1759     27  o    0      1.98  299.61892  62.13773   8927.17    509.34   2.06  1.78 -65.0 -0.458  19.08  19.82  02a59032o0422o     0           0     -3.0       18.363     44.980       3.2184          7        0          7    1.344        9.960     29.644     1.1564         6            1       7
 59032.441217  15.746    0.016   1827     29  o    0      0.80  299.61892  62.13773   8942.08    547.97   2.36  1.82 -57.6 -0.465  19.10  19.82  02a59032o0426o     0           0     10.0       17.652     43.239       4.9347          7        0          7   11.358       10.725     16.733     0.3474         6            1       7
 59032.452314  15.788    0.020   1758     35  o    0      0.41  299.61892  62.13773   8891.77    475.23   1.98  1.86 -79.1 -0.451  19.08  19.84  02a59032o0449o     0           0      4.0       10.180     24.936       1.3671          7        0          7   11.956        8.249     24.695     1.2121         7            0       7
 59032.456442  15.732    0.015   1850     29  o    0      1.12  299.61892  62.13773   8876.97    593.74   2.11  1.82 -64.9 -0.467  19.08  19.84  02a59032o0458o     0           0    -22.0       12.882     31.555       1.5786          7        0          7  -16.183        8.759     30.790     1.5051         7            0       7
 59032.458273  15.868    0.016   1632     26  o    0      8.81  299.61892  62.13773     57.24    394.04   2.58  1.86 -53.2 -0.474  19.11  19.81  02a59032o0462o     0           0    -17.0       13.914     34.082       1.6428          7        0          7   -9.310        9.586     32.915     1.5355         7            0       7
 59032.460159  15.843    0.015   1671     25  o    0      5.39  299.61892  62.13773     71.36    435.85   2.46  1.79 -55.3 -0.477  19.14  19.81  02a59032o0466o    32           1      5.0      530.444   1299.318    4791.9530          7        0          7    1.075       13.037     10.571     0.1269         4            2       6
 59034.454049  15.801    0.017   1736     29  o    0      2.24  299.61892  62.13773   8715.86  10109.08   2.13  1.89  11.6 -0.403  18.91  19.19  01a59034o0464o     0           0      2.0       14.493     35.500       2.6608          7        0          7    4.880        7.963     35.443     2.6390         7            0       7
 59034.455889  15.789    0.019   1755     34  o    0      1.67  299.61892  62.13773   8697.74  10067.91   2.14  1.88  10.7 -0.401  18.87  19.19  01a59034o0468o     0           0    -11.0       18.415     45.108       2.8994          7        0          7   -2.999        9.668     44.298     2.7852         7            0       7
 59034.459586  15.818    0.017   1710     29  o    0      1.28  299.61892  62.13773   8752.33  10150.22   2.13  2.07  11.4 -0.399  18.88  19.19  01a59034o0476o     0           1    -11.0       10.561     25.870       0.9077          7        0          7   -5.856       10.332     18.705     0.5324         6            0       6
 59034.465114  15.778    0.017   1773     30  o    0      1.57  299.61892  62.13773   8772.38  10031.07   2.26  2.08   8.4 -0.410  18.79  19.20  01a59034o0488o     0           1     -7.0       19.950     48.867       3.5684          7        0          7   -4.940       10.214     32.165     1.3351         6            0       6
 59034.485537  15.828    0.028   1694     48  o    0      2.80  299.61892  62.13773   9945.97  10470.59   2.57  1.99  15.0 -0.456  18.74  19.14  01a59034o0532o     0           0    -13.0       22.305     54.637       1.4792          7        0          7  -18.026       15.522     54.095     1.4617         7            0       7
 59034.488753  15.767    0.024   1791     43  o    0      3.18  299.61892  62.13773   9970.96  10508.23   2.35  1.90  14.1 -0.476  18.82  19.15  01a59034o0539o     0           0    -13.0       44.676    109.433       5.6350          7        0          7   -9.046       18.514     35.379     0.5012         6            1       7
 59034.523992  15.862    0.020   1641     32  o    0      3.53  299.61892  62.13773   9915.31  10435.02   2.47  2.01   9.7 -0.442  18.78  19.15  01a59034o0615o     0           0     -6.0       18.080     44.286       1.7041          7        0          7  -13.989       11.747     42.924     1.6270         7            0       7
 59036.449241  15.784    0.016   1764     29  o    0      1.49  299.61892  62.13773   1553.01   2471.55   2.22  2.00 -57.6 -0.451  18.98  19.49  02a59036o0436o     0           0      2.0       11.668     28.580       1.3196          7        0          7    5.538        9.175     28.611     1.2948         7            0       7
 59036.451069  15.780    0.017   1770     30  o    0      0.90  299.61892  62.13773   1573.18   2511.98   2.15  2.00 -59.2 -0.454  18.99  19.49  02a59036o0440o     0           0      1.0        6.681     16.365       0.4528          7        0          7    1.076        8.964     16.369     0.4528         7            0       7
 59036.453828  15.785    0.015   1762     27  o    0      1.13  299.61892  62.13773   1514.75   2432.24   2.08  2.04  86.9 -0.456  18.99  19.49  02a59036o0446o     0           0      2.0       11.434     28.007       1.1489          7        0          7   -3.711        9.774     27.710     1.0920         7            0       7
 59036.458863  15.787    0.015   1758     27  o    0      1.47  299.61892  62.13773   1499.54   2545.91   2.22  2.04 -56.9 -0.456  18.97  19.49  02a59036o0457o     0           0    -26.0       18.229     44.652       3.3577          7        0          7   -8.119        8.652     40.674     2.6459         7            0       7
 59038.439729  15.802    0.013   1734     23  o    0      2.21  299.61892  62.13773   8715.88  10111.68   2.44  2.28  19.8 -0.390  19.16  20.03  01a59038o0432o     0           1      8.0       19.849     48.620       6.7101          7        0          7    5.283        7.291     19.899     1.0886         6            0       6
 59038.444835  15.807    0.012   1727     21  o    0      1.96  299.61892  62.13773   8696.97  10070.18   2.26  2.10  29.9 -0.383  19.23  20.03  01a59038o0443o   512           2     20.0       19.905     48.756       8.2552          7        0          7   11.704        7.381     39.088     4.6294         5            0       5
 59038.446675  15.815    0.014   1714     24  o    0      2.37  299.61892  62.13773   8753.63  10150.95   2.40  2.14  20.5 -0.391  19.18  20.01  01a59038o0447o     0           3     13.0      780.487   1911.796   14021.7548          7        0          7    3.307        8.281     21.441     1.3434         4            0       4
 59038.465286  14.015    0.003   8997     24  o    0   4746.14  299.61892  62.13773   9941.30  10470.76   2.71  2.27  17.9 -0.408  19.08  19.97  01a59038o0487o    36           1      4.0       29.404     72.025       7.2215          7        0          7   17.427       13.340     24.409     0.7017         4            2       6
 59038.467460  15.795    0.013   1746     23  o    0      2.14  299.61892  62.13773   8771.24  10036.77   2.26  2.18  41.2 -0.387  19.20  20.00  01a59038o0491o  1024           1     23.0       19.707     48.273       9.5270          7        0          7   29.080        6.951     17.431     1.0297         5            1       6
 59038.493589  15.802    0.019   1735     32  o    0      4.74  299.61892  62.13773   9973.62  10503.45   2.64  2.20  17.8 -0.436  19.04  19.97  01a59038o0547o   512           1     16.0       31.660     77.552       5.4017          7        0          7  -20.849       13.755     69.000     4.3947         5            1       6
 59038.522106  15.862    0.016   1642     27  o    0      4.00  299.61892  62.13773   9912.36  10431.13   2.57  2.17  11.3 -0.415  19.09  19.91  01a59038o0608o     0           1     11.0      471.886   1155.879    5461.7859          7        0          7    0.411        9.574     27.671     1.1915         5            1       6
 59042.426737  15.809    0.013   1724     22  o    0      3.90  299.61892  62.13773   7473.72   6070.92   2.13  1.98 -14.6 -0.412  19.34  20.42  01a59042o0404o     0           1      2.0       13.935     34.133       6.2245          7        0          7    0.744        6.359      8.722     0.2616         6            0       6
 59042.430904  15.792    0.013   1751     24  o    0      1.96  299.61892  62.13773   7454.11   6031.92   2.23  2.07  -7.3 -0.407  19.13  20.14  01a59042o0413o     0           1    -10.0       14.390     35.247       3.5525          7        0          7   -3.537        7.312     22.501     1.4987         6            0       6
 59042.456244  15.879    0.036   1616     59  o    0      0.95  299.61892  62.13773   7505.88   6110.39   2.17  2.06 -38.2 -0.413  18.07  18.64  01a59042o0467o     0           0    -16.0       29.035     71.121       1.7549          7        0          7   -4.427       18.817     71.194     1.6918         7            0       7
 59042.459035  15.800    0.029   1738     50  o    0      1.18  299.61892  62.13773   7523.63   5994.76   2.08  1.95 -26.3 -0.405  18.24  18.81  01a59042o0473o   512           0    -34.0       35.062     85.883       3.3423          7        0          7  -37.664       17.357     85.874     3.3349         7            0       7
 59046.415573  14.758    0.035   4539    159  o    0     19.00  299.61892  62.13773   7470.60   6071.31   2.75  2.70 -20.8 -0.380  16.92  18.42  01a59046o0384o     5           7   1411.0     3571.099   8747.371    4332.6508          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 59046.418339  13.735    0.005  11638     56  o    0    919.90  299.61892  62.13773   7451.05   6031.71   3.11  3.05 -36.4 -0.379  17.88  19.56  01a59046o0390o     4           7   6681.0      758.830   1858.746    1648.7531          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 59046.422499  14.387    0.047   6386    298  o    0     26.61  299.61892  62.13773   7509.81   6109.16   3.39  3.11   5.9 -0.340  16.06  17.81  01a59046o0399o     5           7   3404.0     4293.215  10516.187    1763.9607          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 59046.427591  15.086    0.040   3354    133  o    0     18.68  299.61892  62.13773   7527.62   5992.73   3.27  3.03   2.8 -0.323  17.05  18.78  01a59046o0410o     5           7    755.0      173.958    426.108       7.9606          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 59050.458645  15.860    0.010   1645     17  o    0     13.78  299.61892  62.13773   6848.76   4261.93   2.34  1.95  -4.3 -0.388  19.78  21.33  01a59050o0478o     4           1     -6.0      125.268    306.843    1349.6076          7        0          7   -5.067        4.494     16.417     2.0261         5            1       6
 59050.464176  14.933    0.005   3862     18  o    0   1009.41  299.61892  62.13773   6872.02   4301.45   2.48  2.02  -4.9 -0.382  19.71  21.26  01a59050o0490o   516           4      8.0      355.707    871.300    8622.9329          7        0          7   13.064        5.541     30.284     6.4374         3            0       3
 59050.500057  15.809    0.011   1724     19  o    0     28.64  299.61892  62.13773   6822.73   4224.46   2.44  1.92  -7.9 -0.381  19.67  21.13  01a59050o0567o  1540           2      0.0       39.216     96.059      50.9679          7        0          7  -18.533        5.862     22.898     3.2101         4            1       5
 59050.502841  14.792    0.004   4396     19  o    0   1379.22  299.61892  62.13773   6809.08   4341.89   2.62  1.96  -5.4 -0.378  19.62  21.15  01a59050o0573o  1028           4    127.0      512.874   1256.280   11372.9525          7        0          7  -57.500       10.607     23.928     1.6200         2            1       3
 59054.439940  15.880    0.013   1614     21  o    0      3.88  299.61892  62.13773   6844.42   4260.10   4.07  3.95   4.6 -0.349  18.92  20.92  01a59054o0439o     0           2     27.0       18.509     45.336       6.6039          7        0          7   14.093        7.620     22.199     1.4508         5            0       5
 59054.443160  15.835    0.012   1683     20  o    0      7.96  299.61892  62.13773   6866.71   4299.62   3.69  3.60  -9.0 -0.408  19.05  20.94  01a59054o0446o  1536           2     65.0       18.544     45.424       7.9752          7        0          7   63.542        7.381     33.405     3.7339         5            0       5
 59054.484637  15.896    0.011   1591     17  o    0      5.68  299.61892  62.13773   6818.78   4221.31   2.47  2.45  17.1 -0.374  19.49  20.99  01a59054o0465o     0           3      4.0      424.589   1040.027    6914.7154          7        0          7    4.333        6.928      7.342     0.2940         3            1       4
 59054.490172  15.212    0.006   2986     17  o    0    311.51  299.61892  62.13773   6804.05   4338.89   2.74  2.62  84.7 -0.381  19.41  21.01  01a59054o0477o     4           3     16.0      332.696    814.937    5051.3588          7        0          7   12.640        5.734     14.123     1.2845         4            0       4
 59058.429396  15.873    0.012   1625     20  o    0      1.98  299.61892  62.13773   5916.78   8847.43   2.27  2.03  -0.7 -0.391  19.49  20.74  01a59058o0420o     0           1     -3.0       23.403     57.325      29.7323          7        0          7  -11.105        4.871     13.176     1.1536         5            1       6
 59058.432622  15.839    0.012   1676     20  o    0      2.06  299.61892  62.13773   5939.28   8885.23   2.35  2.11  -6.7 -0.384  19.51  20.79  01a59058o0427o     0           2     22.0      269.443    659.998    2370.5100          7        0          7    7.262        6.892     27.859     2.9352         4            1       5
 59058.438617  15.890    0.010   1599     16  o    0      2.52  299.61892  62.13773   5877.78   8808.85   2.33  2.09  -4.7 -0.385  19.51  20.88  01a59058o0440o   512           2     15.0      235.689    577.317    2536.5458          7        0          7   13.750        6.000     29.264     5.0480         4            1       5
 59058.473114  15.858    0.013   1648     21  o    0      1.57  299.61892  62.13773   5867.59   8924.21   2.31  1.98  -7.7 -0.386  19.67  21.22  01a59058o0514o     0           3     -1.0       17.459     42.765       9.8156          7        0          7   -2.390        7.106      5.346     0.1397         3            1       4
 59060.411252  15.842    0.014   1673     23  o    0      1.63  299.61892  62.13773   5576.99   6156.13   2.47  2.05  35.3 -0.418  19.20  20.07  02a59060o0375o     0           1     10.0       29.116     71.320      14.2421          7        0          7   16.009        7.932     22.476     1.1733         6            0       6
 59060.414582  15.865    0.014   1638     23  o    0      1.65  299.61892  62.13773   5556.90   6116.27   2.26  2.01  33.9 -0.435  19.25  20.07  02a59060o0382o     0           1     -2.0       18.735     45.890       6.0714          7        0          7    0.417        7.520     19.010     1.0922         6            0       6
 59060.447242  15.818    0.013   1709     22  o    0      2.63  299.61892  62.13773   5606.29   6187.70   2.54  2.00  32.6 -0.421  19.27  20.19  02a59060o0451o     0           1    -10.0       22.481     55.068       7.1256          7        0          7   -3.826        7.522     19.288     0.9739         6            0       6
 59060.452813  15.845    0.014   1668     23  o    0      2.15  299.61892  62.13773   5629.81   6073.69   2.36  1.99  33.7 -0.428  19.27  20.21  02a59060o0463o     0           1     12.0       25.915     63.480      13.1898          7        0          7   11.833        7.546     16.653     0.7706         5            1       6
 59062.430297  15.850    0.012   1660     20  o    0      2.06  299.61892  62.13773   5922.41   8849.53   2.21  1.98  -5.6 -0.376  19.11  19.79  01a59062o0379o     0           0     -8.0       14.390     35.247       3.1426          7        0          7    2.352        6.837     32.894     2.7605         7            0       7
 59062.433527  15.877    0.014   1619     23  o    0      2.19  299.61892  62.13773   5945.59   8888.17   2.42  2.04  -2.0 -0.361  19.03  19.79  01a59062o0386o     0           0     -7.0       17.979     44.040       7.0341          7        0          7   -4.274        7.453     29.700     2.4373         6            1       7
 59062.439050  15.847    0.013   1664     22  o    0      1.65  299.61892  62.13773   5883.28   8811.54   2.41  2.09  -5.2 -0.362  19.05  19.78  01a59062o0398o   512           1     -8.0       37.023     90.688      19.6148          7        0          7  -16.150        7.580     38.937     4.0986         6            0       6
 59062.451019  15.886    0.013   1606     21  o    0      2.66  299.61892  62.13773   5867.04   8928.21   2.57  2.19  -5.9 -0.352  19.01  19.77  01a59062o0424o     0           1     11.0       21.755     53.290       7.9035          7        0          7   -1.271        7.876     27.629     1.7630         5            1       6
 59064.401906  15.842    0.018   1672     30  o    0      1.62  299.61892  62.13773   5602.37   6155.94   2.45  1.87  34.4 -0.422  18.82  19.15  02a59064o0356o     0           1      8.0       17.364     42.534       2.0209          7        0          7    7.604       11.251     24.751     0.7067         6            0       6
 59064.435261  15.815    0.017   1714     29  o    0      1.63  299.61892  62.13773   5585.15   6115.88   2.24  1.81  34.7 -0.438  18.88  19.15  02a59064o0427o     0           0      4.0       15.079     36.935       1.5693          7        0          7    0.922        9.825     36.492     1.5529         7            0       7
 59064.438462  15.839    0.019   1676     32  o    0      1.29  299.61892  62.13773   5643.93   6189.36   2.52  1.86  33.9 -0.422  18.81  19.14  02a59064o0434o     0           1    -15.0       23.033     56.419       3.8574          7        0          7   -2.834       10.284     30.443     1.3658         6            0       6
 59064.443970  15.872    0.020   1626     32  o    0      1.41  299.61892  62.13773   5659.95   6073.86   2.94  2.13  34.4 -0.406  18.72  19.13  02a59064o0446o     0           1     -2.0       18.850     46.173       2.5561          7        0          7    5.784       10.881     25.424     0.8058         6            0       6
 59068.440473  15.858    0.015   1648     24  o    0      1.40  299.61892  62.13773   5256.74   9743.66   2.19  2.02 -59.4 -0.435  19.25  20.00  02a59068o0354o     0           1    -12.0       20.908     51.214       7.0936          7        0          7   -7.911        7.242     27.607     1.7721         6            0       6
 59068.444137  15.853    0.014   1656     23  o    0      1.97  299.61892  62.13773   5242.09   9706.09   2.19  1.99 -48.2 -0.439  19.27  19.99  02a59068o0362o     0           1      7.0       19.587     47.977       6.4794          7        0          7    6.634        7.478     25.352     1.7248         6            0       6
 59068.450584  15.857    0.014   1649     24  o    0      1.75  299.61892  62.13773   5293.27   9780.97   2.15  1.95 -59.2 -0.436  19.28  19.98  02a59068o0376o     0           0     12.0       11.755     28.795       1.8143          7        0          7    5.979        6.715     27.161     1.6803         7            0       7
 59068.462071  15.847    0.014   1664     22  o    0      2.61  299.61892  62.13773   5311.17   9664.34   2.14  1.95 -49.0 -0.441  19.24  19.96  02a59068o0401o     0           1      7.0       24.479     59.960       6.3441          7        0          7    4.103        7.773     10.421     0.2805         6            0       6
 59070.403818  15.921    0.012   1555     19  o    0      3.92  299.61892  62.13773   6808.65   2710.97   2.69  2.38  -9.1 -0.364  19.41  20.69  01a59070o0375o    32           4    114.0      402.794    986.640    6186.0978          7        0          7   -2.000       11.000        NaN        NaN         1            2       3
 59070.407058  15.899    0.012   1586     18  o    0      3.43  299.61892  62.13773   6828.37   2749.34   2.54  2.25  -8.4 -0.384  19.42  20.67  01a59070o0382o     0           3     -4.0      409.747   1003.672    7654.7264          7        0          7   -8.234        8.622     17.539     1.1182         3            1       4
 59070.414429  15.890    0.012   1600     19  o    0      3.03  299.61892  62.13773   6773.95   2674.55   2.71  2.50 -18.7 -0.361  19.33  20.63  01a59070o0398o   512           3      0.0       30.734     75.283      29.9560          7        0          7   18.818        7.636     29.016     4.0051         3            1       4
 59070.449519  15.913    0.013   1567     20  o    0      5.12  299.61892  62.13773   6767.57   2788.13   2.47  2.13  -7.8 -0.376  19.43  20.50  01a59070o0473o     0           3     -5.0      316.403    775.025    3848.9167          7        0          7   -3.041        7.287     14.378     0.8406         4            0       4
 59072.399995  15.888    0.012   1603     20  o    0      4.58  299.61892  62.13773   5268.30   9752.64   2.33  1.93 -58.6 -0.437  19.54  20.71  02a59072o0363o     0           1     -8.0       15.604     38.222       5.5612          7        0          7   -2.640        5.898     21.687     1.8762         6            0       6
 59072.403198  15.858    0.012   1648     20  o    0      2.55  299.61892  62.13773   5250.19   9712.18   2.32  1.89 -59.2 -0.437  19.52  20.68  02a59072o0370o     0           1      2.0       20.741     50.806      13.8138          7        0          7    4.472        5.853     14.917     0.8900         6            0       6
 59072.410062  15.911    0.013   1569     21  o    0      2.74  299.61892  62.13773   5303.79   9789.31   2.34  1.96 -57.6 -0.440  19.50  20.60  02a59072o0385o     0           1      8.0       19.773     48.434      10.6173          7        0          7   10.898        6.333     19.145     1.2336         6            0       6
 59072.420181  15.824    0.013   1701     22  o    0      3.84  299.61892  62.13773   5319.52   9670.13   2.30  1.92 -55.2 -0.440  19.48  20.50  02a59072o0407o     0           1      8.0       23.645     57.919      10.5829          7        0          7   11.350        7.081     20.992     1.3163         6            0       6
 59074.425311  15.921    0.012   1555     18  o    0      1.61  299.61892  62.13773   1789.02   9031.32   2.15  1.90 -78.2 -0.422  19.74  21.18  01a59074o0271o     0           2      4.0      325.747    797.913    4841.3491          7        0          7   -7.907        7.067     24.013     2.6809         4            1       5
 59074.429478  15.859    0.012   1646     20  o    0      3.59  299.61892  62.13773   1811.87   9070.98   2.11  1.90 -74.9 -0.423  19.70  21.18  01a59074o0280o     0           2     19.0      435.684   1067.204    6196.3453          7        0          7   12.934        7.450     20.765     1.4635         4            1       5
 59074.435475  15.911    0.011   1569     17  o    0      4.83  299.61892  62.13773   1749.67   8989.80   2.15  1.92 -78.0 -0.420  19.68  21.16  01a59074o0293o    32           0      2.0       14.423     35.329       6.4367          7        0          7    2.315        5.515     24.060     3.0709         5            2       7
 59074.450777  15.883    0.012   1610     19  o    0      1.40  299.61892  62.13773   1731.69   9105.63   2.15  1.89 -80.2 -0.419  19.69  21.15  01a59074o0326o     0           1     -2.0      256.881    629.227    3643.5200          7        0          7  -11.535        4.304     17.529     2.2746         6            0       6
 59078.373281  15.914    0.011   1565     17  o    0      3.49  299.61892  62.13773   1774.52   9027.13   1.94  1.79 -29.1 -0.412  19.66  20.93  01a59078o0318o     0           1      1.0      490.787   1202.177   10993.3335          7        0          7   -3.757        4.730     10.699     0.6823         6            0       6
 59078.376529  15.934    0.012   1536     18  o    0      1.70  299.61892  62.13773   1797.78   9069.46   2.13  1.85 -25.2 -0.402  19.59  20.96  01a59078o0325o     0           1     -4.0      456.288   1117.673    5866.8179          7        0          7  -14.141        5.559     15.712     1.5938         5            1       6
 59078.382062  15.914    0.012   1564     18  o    0      8.35  299.61892  62.13773   1737.37   8989.64   2.19  1.89 -19.6 -0.390  19.57  20.94  01a59078o0337o     0           1    -12.0      328.401    804.416    4135.3184          7        0          7  -13.148        5.732     18.108     1.1241         6            0       6
 59078.415912  15.932    0.011   1539     17  o    0      3.67  299.61892  62.13773   1729.53   9105.03   2.23  1.94 -20.9 -0.387  19.55  20.93  01a59078o0409o     0           1     -3.0      683.968   1675.372   21350.8280          7        0          7   -5.067        5.251     16.009     1.1791         6            0       6
 59082.400925  15.939    0.012   1528     18  o    0      4.35  299.61892  62.13773   3310.91   2473.10   2.35  2.15   5.7 -0.389  19.60  21.05  01a59082o0381o    32           1      9.0       31.332     76.748      36.5186          7        0          7   -5.110        6.735     27.934     3.6234         3            3       6
 59082.404149  15.910    0.013   1570     21  o    0      0.98  299.61892  62.13773   3330.59   2512.51   2.53  2.39   5.1 -0.397  19.50  21.08  01a59082o0388o     0           2     24.0      176.279    431.793    1412.6247          7        0          7   10.047        6.175     16.704     1.5406         4            1       5
 59082.410141  15.924    0.011   1550     17  o    0      2.41  299.61892  62.13773   3275.80   2433.50   2.48  2.39  26.6 -0.392  19.51  21.07  01a59082o0401o     0           2      1.0       12.696     31.099       4.8892          7        0          7    3.980        5.603     12.920     1.0109         5            0       5
 59082.420277  15.968    0.012   1488     17  o    0      4.64  299.61892  62.13773   3262.11   2549.61   2.43  2.33  26.8 -0.398  19.51  21.04  01a59082o0423o     0           4     -6.0      364.533    892.919    9343.8250          7        0          7  -13.212        6.140      8.651     0.5384         3            0       3
 59086.346044  15.938    0.011   1530     18  o    0      4.87  299.61892  62.13773   3298.42   2473.73   2.12  2.01   6.6 -0.401  19.58  20.72  01a59086o0270o     0           0     -3.0        9.428     23.093       2.8808          7        0          7   -7.521        4.773     23.333     2.7312         7            0       7
 59086.349319  15.944    0.013   1522     19  o    0      1.60  299.61892  62.13773   3317.88   2512.71   1.99  1.90  49.3 -0.416  19.61  20.71  01a59086o0277o     0           0     -8.0        9.140     22.388       3.0256          7        0          7   -7.649        5.032     14.281     1.0617         6            1       7
 59086.354841  15.926    0.014   1547     21  o    0      3.02  299.61892  62.13773   3264.98   2436.16   2.13  1.96   0.1 -0.399  19.57  20.72  01a59086o0289o     0           2     30.0      130.897    320.631     558.5557          7        0          7   -1.545        7.039     26.770     2.5680         4            1       5
 59086.387294  15.942    0.012   1524     19  o    0      4.62  299.61892  62.13773   3257.96   2549.63   2.18  1.88  -2.6 -0.397  19.60  20.89  01a59086o0358o     0           0      6.0        9.750     23.883       2.5408          7        0          7    8.602        4.880     13.578     0.9441         6            1       7
 59088.348188  15.952    0.013   1510     20  o    0      1.94  299.61892  62.13773    781.20   3620.59   2.04  1.93  18.7 -0.442  19.41  20.36  02a59088o0272o     0           1     -1.0       14.082     34.494       3.9454          7        0          7    3.170        6.417     17.902     1.1615         6            0       6
 59088.351390  15.957    0.012   1504     18  o    0      4.87  299.61892  62.13773    763.15   3582.61   2.05  1.89  24.2 -0.447  19.40  20.37  02a59088o0279o     0           1     -7.0       15.122     37.041       4.6614          7        0          7    0.225        6.111     16.733     1.2109         6            0       6
 59088.357336  15.929    0.013   1544     19  o    0      2.52  299.61892  62.13773    819.46   3654.24   2.09  1.88  25.1 -0.441  19.39  20.37  02a59088o0292o     0           1     -1.0       20.194     49.466       6.4798          7        0          7    2.109        5.430     18.962     1.7697         6            0       6
 59088.367422  15.932    0.013   1540     20  o    0      2.27  299.61892  62.13773    844.61   3534.74   2.08  1.90  22.0 -0.447  19.36  20.34  02a59088o0314o     0           1    -12.0       16.392     40.151       7.6855          7        0          7  -14.912        5.839     14.496     1.0902         6            0       6
 59088.375910  15.949    0.015   1516     23  o    0      1.57  299.61892  62.13773  10397.51   3658.36   2.08  1.91 -50.9 -0.461  19.38  20.33  02a59088o0331o     0           1    -11.0       21.614     52.944       7.1794          7        0          7   -7.986        5.736     20.025     1.7156         6            0       6
 59088.379118  15.917    0.012   1560     19  o    0      2.09  299.61892  62.13773  10376.97   3617.25   2.08  1.97 -48.3 -0.450  19.36  20.34  02a59088o0338o     0           1     12.0       16.773     41.085       7.8968          7        0          7   12.026        6.605      4.839     0.0721         6            0       6
 59088.385553  15.910    0.013   1570     21  o    0      1.33  299.61892  62.13773  10436.55   3699.03   2.14  1.95 -53.4 -0.455  19.42  20.33  02a59088o0352o     0           0      0.0       11.039     27.040       2.9705          7        0          7   -0.534        6.129      6.466     0.1461         6            1       7
 59088.420227  15.905    0.012   1577     20  o    0      2.24  299.61892  62.13773  10451.97   3579.72   2.09  1.97 -30.4 -0.455  19.34  20.30  02a59088o0426o     0           1     11.0       16.132     39.515       5.7464          7        0          7    7.846        6.269     12.196     0.6568         6            0       6
 59090.360022  15.969    0.015   1488     22  o    0      3.12  299.61892  62.13773   6172.36   6800.12   2.76  2.16  -5.3 -0.336  19.17  20.18  01a59090o0305o     0           1     20.0       19.567     47.928       7.9829          7        0          7   17.019        7.208     29.044     2.5624         5            1       6
 59090.363242  15.949    0.015   1514     22  o    0      2.55  299.61892  62.13773   6194.04   6838.49   2.76  2.17  -1.7 -0.332  19.16  20.19  01a59090o0312o     0           3     -6.0      300.072    735.024    2940.6997          7        0          7    8.467        7.976     25.290     2.2953         4            0       4
 59090.368771  15.994    0.014   1453     21  o    0      5.66  299.61892  62.13773   6133.83   6763.09   2.74  2.15  -4.3 -0.337  19.18  20.17  01a59090o0324o     0           2      2.0      102.533    251.153     226.4683          7        0          7  -21.783        8.359     31.685     2.6029         4            1       5
 59090.380295  15.969    0.013   1487     20  o    0      2.85  299.61892  62.13773   6118.01   6878.99   2.42  1.97  -6.0 -0.371  19.27  20.15  01a59090o0349o    32           0     -5.0       18.528     45.384       7.6072          7        0          7   11.950        6.946     23.841     2.1789         5            2       7
 59092.379530  15.923    0.016   1551     25  o    0      2.11  299.61892  62.13773   6890.46  10160.48   2.30  1.97 -64.4 -0.455  19.07  19.53  02a59092o0345o     0           1     18.0       24.053     58.919       5.6537          7        0          7   19.073        8.408     28.065     1.7812         6            0       6
