          MJD       m       dm    uJy   duJy  F  err     chi/N         RA       Dec         x         y    maj   min   phi  apfit    Sky     ZP             Obs  Mask  o0_Nmasked  o1_mean  o1_mean_err  o1_stddev    o1_X2norm  o1_Nvalid  o1_Nnan  Noffsetlc  o2_mean  o2_mean_err  o2_stddev  o2_X2norm  o2_Nused  o2_Nskipped  o2_Nin
 58022.321069  20.781    1.000     18     18  o    0      1.23  299.61892  62.13773    683.87   2694.74   3.33  2.93  80.1 -0.464  19.18  20.72  01a58022o0238o  1536           0     31.0       13.502     33.074       3.2989          7        0          7   38.903        6.654     32.755     3.0638         7            0       7
 58022.321528  18.851    0.148    105     15  o    0     12.52  299.61892  62.13773    703.32   2736.69   3.19  2.70  78.2 -0.469  19.20  20.70  01a58022o0239o  1540           4     70.0      380.996    933.246    3448.0270          7        0          7   80.729       17.515    240.099     6.6892         2            1       3
 58022.322444  19.232    0.219     74     16  o    0      7.94  299.61892  62.13773   9778.37   2463.16   3.54  3.10 -86.1 -0.422  19.15  20.63  01a58022o0241o  1024           0     34.0       13.620     33.363       3.1201          7        0          7   30.250        7.291     24.036     1.5425         6            1       7
 58022.323360  15.111    0.005   3277     17  o    0    899.55  299.61892  62.13773   9770.46   2583.98   3.52  3.09 -85.3 -0.425  19.18  20.62  01a58022o0243o     4           5   3055.0      753.702   1846.185    9689.5435          7        0          7   20.500       12.728      2.659     0.0139         2            0       2
 58022.337719  20.413    0.728     25     18  o    0      1.18  299.61892  62.13773    651.06   2717.36   3.34  2.92  81.9 -0.462  19.16  20.69  01a58022o0274o  1024           0     13.0       13.304     32.588       3.1281          7        0          7   27.205        6.794     29.149     2.3996         7            0       7
 58022.341389  19.638    0.355     51     18  o    0      4.00  299.61892  62.13773    647.91   2847.42   3.25  2.84  74.9 -0.461  19.18  20.65  01a58022o0282o  1536           1     33.0       14.903     36.504       4.1286          7        0          7   40.722        7.778     35.227     3.4241         5            1       6
 58026.338611  20.651    0.977     20     20  o    0      4.10  299.61892  62.13773   5779.42   9264.58   3.35  3.06 -84.0 -0.448  18.95  20.23  01a58026o0182o  1024           0     33.0       12.473     30.552       2.2653          7        0          7   27.353        7.400     30.511     2.1682         7            0       7
 58026.354439 -19.425    0.347    -62     21  o    0      1.46  299.61892  62.13773   5825.27   9358.77   3.58  3.15 -83.5 -0.445  18.87  20.19  01a58026o0216o     0           0     12.0       13.616     33.352       2.4395          7        0          7   19.571        7.707     32.329     2.2787         7            0       7
 58026.358564  19.968    0.528     37     20  o    0      2.12  299.61892  62.13773   5769.10   9278.58   3.37  3.12 -86.7 -0.443  18.93  20.18  01a58026o0225o  1024           1     37.0       11.264     27.591       2.0169          7        0          7   26.221        7.590     27.978     1.9775         6            0       6
 58026.373017 -23.027    9.889     -2     22  o    0      3.00  299.61892  62.13773   5781.02   9441.56   3.55  3.13 -86.8 -0.431  18.87  20.11  01a58026o0256o     0           0      1.0       12.291     30.108       2.1084          7        0          7    6.829        7.879     29.698     2.0171         7            0       7
 58028.327226  21.814    3.113      7     21  o    0      1.48  299.61892  62.13773   1046.93   8765.32   2.12  1.80  34.5 -0.529  19.21  19.76  02a58028o0278o     0           0     19.0       12.268     30.050       1.3800          7        0          7   16.191        8.986     29.587     1.3637         7            0       7
 58028.334865 -20.160    0.789    -31     25  o    0      1.19  299.61892  62.13773   1026.58   8727.95   2.20  1.86  32.4 -0.532  19.16  19.73  02a58028o0294o     0           0      7.0        7.464     18.283       0.4783          7        0          7    3.305        9.023     17.647     0.4504         7            0       7
 58028.339460 -22.025    3.983     -6     22  o    0      1.50  299.61892  62.13773   1080.08   8798.82   2.12  1.76  34.7 -0.537  19.22  19.73  02a58028o0304o     0           0     -4.0        8.579     21.015       0.9712          7        0          7    5.403        7.678     18.043     0.7212         7            0       7
 58028.351102  17.970    1.675    236    394  o    0      1.71  299.61892  62.13773   1099.63   8681.07   2.20  1.93  28.6 -0.545  16.72  16.98  02a58028o0329o     1           7   -115.0       89.451    219.110       0.2231          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58028.356128  15.551    0.453   2186    989  o    0      1.22  299.61892  62.13773  10151.73   8723.10   3.17  1.87  40.7 -0.485  18.40  18.96  02a58028o0340o     1           7   1017.0      577.415   1414.373       1.8144          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58028.357041 -18.721    0.843   -118    100  o    0      1.01  299.61892  62.13773  10207.71   8807.15   2.35  1.86  44.1 -0.544  18.56  18.94  02a58028o0342o     0           1     -4.0       28.820     70.594       0.5195          7        0          7  -17.755       35.135     68.209     0.5020         6            0       6
 58028.370588 -21.904    4.120     -6     26  o    0      1.18  299.61892  62.13773  10223.87   8692.56   2.50  2.00  43.1 -0.493  19.10  19.72  02a58028o0371o     0           0    -10.0       25.792     63.178       6.9683          7        0          7   -3.617       10.941     35.161     1.6290         6            1       7
 58030.312941  23.109   12.667      2     26  o    0      1.72  299.61892  62.13773  10098.19   1560.72   3.46  3.03 -79.9 -0.432  18.63  19.42  01a58030o0251o     0           0     17.0        8.766     21.471       0.5140          7        0          7   18.473       10.285     21.585     0.5106         7            0       7
 58030.327732  20.419    1.208     25     30  o    0      2.34  299.61892  62.13773  10143.44   1651.10   3.47  3.05 -78.7 -0.432  18.58  19.36  01a58030o0283o     0           0    -16.0       20.185     49.444       2.7234          7        0          7   -9.182       10.678     48.559     2.6555         7            0       7
 58030.330502  19.247    0.374     73     27  o    0      2.43  299.61892  62.13773    963.36   1877.38   3.28  2.90  70.6 -0.462  18.57  19.41  01a58030o0289o     0           0     23.0        8.810     21.581       0.4400          7        0          7   20.526       11.037     21.511     0.4316         7            0       7
 58030.332830 -19.078    0.333    -85     28  o    0      3.45  299.61892  62.13773  10098.28   1597.03   3.69  3.20 -81.3 -0.423  18.51  19.32  01a58030o0294o     0           0     -5.0       20.138     49.328       2.4714          7        0          7   12.495       11.677     45.398     2.0972         7            0       7
 58034.307225  16.955    1.809    600   1085  o    0      1.78  299.61892  62.13773  10115.32   1482.70   3.34  3.20 -58.0 -0.448  14.80  15.07  01a58034o0254o     1           7   1096.0      593.747   1454.377       1.6405          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58034.324404  15.542    7.986   2203  17594  o    0      1.30  299.61892  62.13773    987.51   1800.35   3.04  2.82  39.8 -0.473  12.55  12.53  01a58034o0291o     1           7   -624.0     8152.286  19968.941       0.9452          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58034.326297  15.298    2.818   2760   7778  o    0      1.41  299.61892  62.13773  10117.91   1513.90   3.31  3.19 -62.6 -0.452  12.58  12.65  01a58034o0295o     1           7   3008.0     3092.123   7574.124       0.8762          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58036.337913 -20.678    0.681    -19     13  o    0      0.87  299.61892  62.13773   8586.92   8898.86   2.16  2.00  44.5 -0.492  19.51  20.47  02a58036o0307o     0           1     -7.0      283.559    694.575    2627.2970          7        0          7  -10.941        5.764     13.156     0.6818         6            0       6
 58036.352729  19.290    0.220     70     15  o    0      3.11  299.61892  62.13773   8629.12   8940.54   2.35  2.08  44.2 -0.484  19.31  20.24  02a58036o0335o     0           0      8.0       24.928     61.060      13.3595          7        0          7   -1.304        7.467     16.594     0.8429         6            1       7
 58036.354099  20.214    0.645     30     19  o    0      1.19  299.61892  62.13773   8572.91   8858.41   2.40  2.13  45.7 -0.480  19.32  20.22  02a58036o0338o     0           0    -12.0       34.471     84.435      18.5743          7        0          7   -4.999        7.285     20.632     1.4679         6            1       7
 58036.360525 -21.309    1.539    -11     17  o    0      1.38  299.61892  62.13773   8640.15   8823.25   2.19  1.98  43.9 -0.490  19.39  20.19  02a58036o0350o     0           0    -10.0        5.783     14.164       0.5692          7        0          7   -5.030        6.818     12.788     0.4807         7            0       7
 58038.306380  19.853    0.444     42     18  o    0      5.04  299.61892  62.13773   7705.19   1331.31   3.31  3.27   8.5 -0.417  19.09  20.81  01a58038o0254o  1024           1     52.0       11.041     27.044       2.4099          7        0          7   45.155        6.683     26.564     2.2900         6            0       6
 58038.319893  17.756    0.211    287     60  o    0      7.00  299.61892  62.13773   7749.19   1415.55   3.29  3.15   0.7 -0.410  18.36  19.94  01a58038o0283o  1536           2    154.0       53.043    129.929       4.6335          7        0          7  142.788       26.001    142.845     5.2951         5            0       5
 58038.325508  14.656    0.005   4982     24  o    0   1112.52  299.61892  62.13773   7708.84   1360.21   3.29  3.12 -11.4 -0.419  18.83  20.43  01a58038o0295o   516           5   4634.0     1141.661   2796.487   10037.4702          7        0          7   32.615       18.935     74.351     4.6992         2            0       2
 58038.335844  13.732    0.005  11668     54  o    0   1192.14  299.61892  62.13773   7710.92   1509.26   3.26  3.08  12.7 -0.420  17.97  19.49  01a58038o0317o  1028           6  10302.0     3016.304   7388.406   13717.0942          7        0          7  610.000       63.000        NaN        NaN         1            0       1
 58040.316988 -19.598    0.359    -53     19  o    0      2.08  299.61892  62.13773    933.21   1200.15   2.59  2.09  46.7 -0.535  19.26  20.14  02a58040o0276o    32           1     16.0       51.276    125.600      37.3979          7        0          7   11.680       10.204     13.735     0.3529         4            2       6
 58040.324904 -20.921    1.213    -16     19  o    0      4.49  299.61892  62.13773    904.13   1163.79   2.66  2.15  43.5 -0.519  19.22  20.14  02a58040o0293o     0           1     -4.0       72.119    176.654      99.2525          7        0          7  -10.885        7.504     17.900     0.8938         6            0       6
 58040.327187 -19.517    0.348    -57     20  o    0      1.18  299.61892  62.13773    968.51   1235.18   2.52  2.06  47.7 -0.533  19.28  20.13  02a58040o0298o     0           0      5.0       12.036     29.482       2.3867          7        0          7    8.071        6.994     29.307     2.3546         7            0       7
 58040.340817 -20.283    0.808    -28     23  o    0      0.74  299.61892  62.13773    986.68   1118.31   2.51  2.02  41.6 -0.549  19.31  20.26  02a58040o0327o     0           0     15.0       13.294     32.563       2.5316          7        0          7   11.394        7.897     20.174     1.0117         6            1       7
 58042.304645  21.813    2.679      7     18  o    0      4.90  299.61892  62.13773   8818.26   2726.49   3.47  3.06 -89.0 -0.426  19.16  20.83  01a58042o0251o  1536           0     35.0       12.443     30.478       3.4678          7        0          7   35.593        5.839     30.528     3.4660         7            0       7
 58042.307855  15.781    0.008   1769     14  o    0    381.79  299.61892  62.13773   8843.55   2775.61   3.50  3.08 -86.8 -0.430  19.16  20.74  01a58042o0258o     4           5   1564.0      400.447    980.890    3370.0767          7        0          7    2.971       11.651     30.187     2.1211         2            0       2
 58042.319118  15.527    0.007   2235     15  o    0    616.87  299.61892  62.13773   8803.66   2739.07   3.39  2.96 -87.6 -0.428  19.11  20.62  01a58042o0282o     4           5   2044.0      510.868   1251.367    5622.3769          7        0          7  -13.500       11.314     16.838     0.7051         2            0       2
 58042.326931  20.195    0.595     30     18  o    0      6.26  299.61892  62.13773   8804.31   2882.46   3.48  2.97 -89.2 -0.421  19.08  20.56  01a58042o0299o     0           1      8.0       20.481     50.169       8.1118          7        0          7    5.028        8.276     32.092     2.2585         5            1       6
 58046.291992  18.470    0.145    149     22  o    0      4.93  299.61892  62.13773   8817.44    748.63   3.49  3.16 -86.5 -0.419  19.03  20.47  01a58046o0220o  1536           3    100.0      291.298    713.531    1601.7295          7        0          7   37.345       10.759     45.450     3.3082         4            0       4
 58046.301815  21.127    1.288     13     17  o    0      3.65  299.61892  62.13773   8856.31    820.42   3.43  3.09 -83.5 -0.420  19.09  20.49  01a58046o0241o  1024           0     34.0       10.419     25.521       1.8379          7        0          7   22.468        6.994     22.323     1.3847         7            0       7
 58046.307835  19.901    0.475     40     19  o    0      3.07  299.61892  62.13773   8817.01    767.36   3.51  3.14 -83.3 -0.420  19.08  20.52  01a58046o0254o     0           0     21.0       12.062     29.546       2.6389          7        0          7   14.661        6.499     28.646     2.4804         7            0       7
 58046.317667  15.174    0.005   3094     16  o    0   1026.66  299.61892  62.13773   8819.58    915.78   3.34  3.04  87.0 -0.433  19.13  20.48  01a58046o0275o     4           5   3219.0      812.969   1991.360   12812.2115          7        0          7   -3.500       12.021     18.611     0.7630         2            0       2
 58054.280695  19.426    0.388     62     24  o    0      4.79  299.61892  62.13773   9448.73    739.23   3.72  3.53 -41.0 -0.415  18.80  20.07  01a58054o0203o  1024           0     43.0        8.724     21.370       0.7099          7        0          7   40.558        8.794     21.090     0.6970         7            0       7
 58054.288166  19.122    0.259     82     21  o    0      5.58  299.61892  62.13773   9485.63    801.50   3.54  3.38 -66.0 -0.426  18.85  20.06  01a58054o0219o  1024           1     63.0       15.011     36.768       2.2194          7        0          7   76.670       10.404     20.220     0.6197         5            1       6
 58054.295678  18.611    0.211    130     28  o    0      2.69  299.61892  62.13773    293.62    931.52   3.49  3.25  70.6 -0.482  18.86  20.13  01a58054o0235o  1024           0     47.0       17.065     41.802       2.4617          7        0          7   53.061        9.534     41.199     2.3944         7            0       7
 58054.296628  21.889    3.609      6     23  o    0      3.74  299.61892  62.13773   9452.12    754.60   3.61  3.45 -64.7 -0.419  18.82  20.04  01a58054o0237o     0           0     14.0       14.050     34.415       1.8733          7        0          7   17.645        9.819     14.470     0.3190         6            1       7
 58054.298003  20.529    1.385     22     31  o    0      3.41  299.61892  62.13773    319.48    981.40   4.14  3.68  65.5 -0.435  18.70  20.11  01a58054o0240o  1024           1    107.0       20.765     50.863       2.9379          7        0          7  108.560       12.146     52.102     2.9230         6            0       6
 58054.301686  21.707    3.000      8     23  o    0      3.82  299.61892  62.13773   9454.84    889.85   3.34  3.16 -73.0 -0.424  18.94  20.02  01a58054o0248o     0           1     12.0       13.522     33.123       1.7532          7        0          7    0.400       10.733     19.099     0.5595         5            1       6
 58054.311516  19.360    0.390     66     26  o    0      1.59  299.61892  62.13773    283.94    941.85   3.16  2.80  70.0 -0.488  18.93  20.04  01a58054o0269o     0           0     32.0       23.327     57.140       4.3633          7        0          7   14.215       10.275     42.275     2.5242         6            1       7
 58054.318405  21.035    1.902     14     27  o    0      1.26  299.61892  62.13773    293.61   1082.23   3.36  2.93  63.4 -0.468  18.90  20.02  01a58054o0284o  1536           2    132.0      635.341   1556.262    5047.1215          7        0          7   55.185       13.579     58.660     3.6290         4            1       5
 58056.292867  19.485    0.278     58     16  o    0      2.80  299.61892  62.13773   3459.08    990.74   2.12  1.92  43.9 -0.485  19.24  19.89  02a58056o0209o     0           0      2.0        8.509     20.842       0.9799          7        0          7    5.088        7.299     20.458     0.9500         7            0       7
 58056.304295 -20.910    1.020    -16     16  o    0      0.96  299.61892  62.13773   3435.52    948.62   2.25  1.98  37.6 -0.473  19.18  19.84  02a58056o0233o     0           0     10.0        6.223     15.242       0.8183          7        0          7    4.655        6.319     14.440     0.6991         7            0       7
 58056.307945  20.976    1.304     15     19  o    0      1.28  299.61892  62.13773   3499.72   1022.75   2.15  1.91  43.2 -0.492  19.20  19.82  02a58056o0241o     0           0     -7.0       16.515     40.454       5.1967          7        0          7  -13.825        7.222     16.573     0.8194         6            1       7
 58056.318862 -20.474    0.829    -24     19  o    0      0.58  299.61892  62.13773   3516.94    906.78   2.32  2.02  38.8 -0.460  19.12  19.78  02a58056o0264o     0           0    -19.0        7.722     18.916       1.1232          7        0          7  -17.024        6.097     18.781     1.1057         7            0       7
 58060.286602  23.980   42.875      1     40  o    0      1.13  299.61892  62.13773   8306.16   8870.78   2.27  2.10  44.1 -0.497  18.78  19.05  02a58060o0226o     0           0      0.0       16.901     41.399       0.9261          7        0          7   -0.178       15.737     41.408     0.9261         7            0       7
 58060.291724  19.349    0.653     66     43  o    0      0.72  299.61892  62.13773   8278.41   8826.90   2.17  2.03  37.6 -0.510  18.84  19.03  02a58060o0237o     0           0     17.0        8.213     20.117       0.2389          7        0          7   12.849       15.059     19.874     0.2263         7            0       7
 58060.303996 -21.556    5.689     -9     49  o    0      0.85  299.61892  62.13773   8339.10   8909.72   2.58  2.30  41.1 -0.493  18.69  18.96  02a58060o0263o     0           0     14.0       14.383     35.232       0.5534          7        0          7   12.851       16.601     35.096     0.5526         7            0       7
 58060.313161  22.656   14.000      3     44  o    0      1.30  299.61892  62.13773   8346.20   8790.97   2.24  2.08  40.8 -0.503  18.70  18.91  02a58060o0283o     0           0    -33.0       16.221     39.734       0.6248          7        0          7  -18.679       17.917     35.393     0.5184         7            0       7
 58062.277711  20.109    0.910     33     30  o    0      2.48  299.61892  62.13773   8587.58   3045.70   3.17  2.99 -87.8 -0.426  18.46  19.14  01a58062o0201o     0           0     17.0       12.055     29.528       0.8204          7        0          7   10.662       12.185     28.707     0.7753         7            0       7
 58062.283392  19.549    0.545     55     30  o    0      1.59  299.61892  62.13773   8620.98   3100.28   3.24  3.01 -89.3 -0.424  18.38  19.12  01a58062o0213o     0           0     18.0        4.388     10.748       0.1228          7        0          7   19.525       11.205     10.523     0.1197         7            0       7
 58062.289452  20.002    0.876     36     32  o    0      3.25  299.61892  62.13773   8581.38   3044.79   3.30  3.07  85.8 -0.420  18.39  19.09  01a58062o0226o     0           0     15.0        8.764     21.467       0.4324          7        0          7   10.296       11.562     20.387     0.4048         7            0       7
 58062.295136  20.136    1.014     32     32  o    0      2.05  299.61892  62.13773   8580.26   3179.27   3.27  3.00  86.4 -0.423  18.39  19.06  01a58062o0238o     0           0     12.0       11.313     27.712       0.7040          7        0          7   13.016       11.670     27.689     0.7027         7            0       7
 58064.283712  22.878    7.923      3     20  o    0      0.91  299.61892  62.13773   4087.48   1192.36   2.17  1.89  40.2 -0.477  19.24  19.99  02a58064o0227o     0           0      0.0        6.507     15.939       0.6943          7        0          7   -0.881        6.785     16.000     0.6915         7            0       7
 58064.292259 -21.264    1.546    -11     18  o    0      1.45  299.61892  62.13773   4057.08   1151.59   2.23  1.96  37.6 -0.473  19.07  19.81  02a58064o0245o     0           0     -6.0        9.626     23.578       1.4785          7        0          7  -10.046        7.164     23.144     1.4254         7            0       7
 58064.301341  22.354    5.220      4     22  o    0      1.35  299.61892  62.13773   4118.49   1228.32   2.19  1.92  39.4 -0.478  19.08  19.67  02a58064o0263o     0           0      0.0        7.934     19.435       0.8983          7        0          7    0.253        7.428     19.423     0.8981         7            0       7
 58064.313617 -22.026    2.979     -6     17  o    0      2.27  299.61892  62.13773   4145.91   1109.08   2.34  2.05  37.3 -0.475  18.90  19.54  02a58064o0289o     0           0     -7.0       11.920     29.198       2.0847          7        0          7   -9.842        7.886     29.408     2.0631         7            0       7
 58066.263880  17.455    1.487    379    563  o    0      0.02  299.61892  62.13773  10119.08     38.70   3.35  2.86 -79.4 -0.461  19.12  20.26  01a58066o0194o     1           5     29.0      168.933    413.799      13.6853          7        0          7   19.849       21.784     18.764     0.2285         2            0       2
 58066.270808  19.981    0.585     37     22  o    0     15.30  299.61892  62.13773  10154.74     96.32   3.43  2.85 -83.1 -0.466  19.07  20.22  01a58066o0209o   516           1     10.0       20.031     49.065       5.4587          7        0          7    4.396        8.145     42.245     4.0057         6            0       6
 58066.276327 -20.488    0.885    -23     20  o    0      5.31  299.61892  62.13773   9239.99   9873.41   3.42  2.61 -87.5 -0.452  19.02  20.18  01a58066o0221o     0           0      7.0       15.485     37.929       2.7417          7        0          7   12.296        9.019     16.371     0.5099         6            1       7
 58066.278650 -21.689   10.500     -8     80  o    0      0.11  299.61892  62.13773  10122.64     47.47   3.45  2.82 -82.6 -0.465  19.07  20.20  01a58066o0226o     0           5     83.0     3384.724   8290.846   69970.9196          7        0          7   62.385       22.973     35.466     0.7572         2            0       2
 58066.279567  21.992    3.000      6     17  o    0      1.36  299.61892  62.13773    942.46    346.58   3.13  2.67  77.2 -0.509  19.08  20.29  01a58066o0228o     0           0     -1.0       13.225     32.393       2.3627          7        0          7   -2.484        8.641     19.363     0.7813         6            1       7
 58066.283759  19.810    0.444     43     19  o    0      5.18  299.61892  62.13773   9280.29   9932.58   3.61  2.84 -89.3 -0.427  18.93  20.17  01a58066o0237o  1024           0     26.0       11.730     28.732       1.6767          7        0          7   24.716        7.825     28.695     1.6722         7            0       7
 58066.286109  19.568    0.397     54     22  o    0      6.15  299.61892  62.13773  10132.42    188.36   3.56  2.93 -85.5 -0.453  18.98  20.19  01a58066o0242o  1536           1     32.0       23.272     57.005       6.0740          7        0          7   43.768        9.733     43.694     3.1677         5            1       6
 58066.287025 -22.821    7.615     -3     21  o    0      6.02  299.61892  62.13773    990.28    410.61   3.21  2.72  78.0 -0.498  19.04  20.27  01a58066o0244o     0           0      0.0       12.943     31.704       2.2124          7        0          7    3.233        7.458     31.710     2.1810         7            0       7
 58066.292258 -20.771    1.217    -18     22  o    0      1.04  299.61892  62.13773    937.93    342.80   3.28  2.76  77.9 -0.489  19.05  20.26  01a58066o0255o     0           1     41.0       25.603     62.713       9.6691          7        0          7   20.473        9.220     26.992     1.5609         5            1       6
 58066.292715  20.390    0.775     25     20  o    0      3.35  299.61892  62.13773   9241.91   9883.44   3.65  2.77 -85.0 -0.428  18.93  20.14  01a58066o0256o     0           0     11.0       16.315     39.964       3.2933          7        0          7   11.536        8.761     23.921     1.1208         6            1       7
 58066.300976 -20.088    0.662    -34     22  o    0      1.76  299.61892  62.13773   9250.02  10025.83   3.72  2.85 -85.4 -0.423  18.88  20.09  01a58066o0274o     0           1    -15.0       18.232     44.658       3.7819          7        0          7  -13.781        9.911     34.144     2.1107         5            1       6
 58066.301893  22.982    9.900      2     23  o    0      2.02  299.61892  62.13773    956.47    489.90   3.44  2.87  73.0 -0.476  18.96  20.19  01a58066o0276o    32           1     43.0       24.697     60.494       7.4547          7        0          7   44.537       11.109     41.215     2.9088         4            2       6
 58068.268874  14.424    0.003   6171     18  o    0   5501.46  299.61892  62.13773    420.41   8589.87   2.50  2.13  38.2 -0.455  19.17  20.01  02a58068o0194o   516           1     12.0     1392.317   3410.467   22119.0125          7        0          7   -6.058        9.297     42.885     3.1366         6            0       6
 58068.276748 -20.863    1.577    -16     26  o    0      3.16  299.61892  62.13773    400.84   8554.51   2.53  2.17  33.8 -0.459  18.86  19.73  02a58068o0211o     0           1     -5.0       63.525    155.603      33.0183          7        0          7   -0.709       10.370     23.688     0.8173         6            0       6
 58068.280498  17.165    0.050    494     24  o    0     24.77  299.61892  62.13773   9544.58   8484.88   2.37  2.13  46.2 -0.492  19.21  20.06  02a58068o0219o     4           1      2.0      834.955   2045.213    9624.5968          7        0          7    4.138        9.366     26.098     1.3104         5            1       6
 58068.285195 -20.222    1.541    -30     46  o    0      0.76  299.61892  62.13773    453.10   8630.47   2.50  2.11  30.2 -0.470  18.63  19.47  02a58068o0229o     0           0    -28.0       24.891     60.970       2.7325          7        0          7  -32.449       14.501     36.951     0.9869         6            1       7
 58068.288577  19.453    0.496     60     30  o    0      1.32  299.61892  62.13773   9521.09   8445.97   2.39  2.18  47.0 -0.481  18.92  19.73  02a58068o0236o     0           1      9.0      766.027   1876.375    5626.0969          7        0          7   -4.592       10.554     29.081     1.2342         6            0       6
 58068.293259  14.998    0.006   3637     23  o    0   1041.98  299.61892  62.13773    471.46   8498.07   2.65  2.28  35.7 -0.456  18.63  19.51  02a58068o0246o     4           0      1.0       36.923     90.442       8.6351          7        0          7  -18.143       11.733     40.118     1.8917         6            1       7
 58068.297132 -19.051    0.424    -87     37  o    0      3.05  299.61892  62.13773   9574.34   8525.60   2.46  2.18  44.0 -0.481  18.58  19.31  02a58068o0254o     0           1     -8.0     1268.985   3108.366    8684.0693          7        0          7  -10.153       15.710     47.638     1.2669         6            0       6
 58068.308832  19.089    0.645     84     54  o    0      1.32  299.61892  62.13773   9586.04   8413.11   2.43  2.27  36.7 -0.453  18.41  19.23  02a58068o0279o     0           0      9.0       19.839     48.596       0.9094          7        0          7   25.070       19.996     46.154     0.8018         7            0       7
 58074.258961 -20.730    0.922    -18     17  o    0      2.87  299.61892  62.13773   8141.04    661.92   3.51  3.04  86.9 -0.438  19.10  20.65  01a58074o0177o     0           1     36.0       13.011     31.869       2.6591          7        0          7   22.205        7.642     29.950     2.1219         6            0       6
 58074.266862  19.741    0.330     46     15  o    0      3.16  299.61892  62.13773   8181.13    721.31   3.59  3.03  83.2 -0.435  19.07  20.57  01a58074o0194o   512           1     23.0       16.955     41.532       5.9729          7        0          7   17.630        7.464     32.159     3.5644         5            1       6
 58074.269181  17.664    0.056    312     18  o    0     20.96  299.61892  62.13773   6916.36  10442.68   3.39  2.94 -85.1 -0.446  19.09  20.52  01a58074o0199o    36           2     63.0      417.097   1021.675    3737.0600          7        0          7   36.867        9.579     28.331     2.4591         3            2       5
 58074.274718  21.132    1.375     13     18  o    0      1.54  299.61892  62.13773   8158.10    667.05   3.39  2.94  82.2 -0.447  19.09  20.53  01a58074o0211o  1024           1     32.0       10.587     25.933       1.9799          7        0          7   29.947        7.300     24.571     1.7669         6            0       6
 58074.277059  14.834    0.005   4229     19  o    0   1288.92  299.61892  62.13773   6959.14  10502.56   3.42  2.93 -86.4 -0.458  19.05  20.50  01a58074o0216o     4           6     61.0      989.638   2424.109   13569.9526          7        0          7  -33.000       30.000        NaN        NaN         1            0       1
 58074.282621  19.536    0.368     56     20  o    0      1.54  299.61892  62.13773   8153.20    808.69   3.56  3.12  84.9 -0.437  18.99  20.48  01a58074o0228o  1024           1     23.0        9.928     24.319       1.3658          7        0          7   23.852        7.813     26.807     1.6366         6            0       6
 58074.284460  19.805    0.418     43     18  o    0      1.76  299.61892  62.13773   6915.99  10446.91   3.51  2.95 -82.7 -0.448  19.00  20.45  01a58074o0232o     0           0     14.0       19.586     47.976       6.7881          7        0          7   21.611        7.703     31.946     2.4688         6            1       7
 58078.251144  19.251    0.245     72     18  o    0     10.01  299.61892  62.13773  10149.00   1650.16   3.84  2.81  88.1 -0.451  19.19  20.73  01a58078o0159o   100           1     81.0       21.290     52.150       8.1005          7        0          7   76.578        8.739     17.936     0.8504         4            2       6
 58078.258541  16.725    0.028    742     20  o    0     40.53  299.61892  62.13773  10188.84   1706.79   3.86  2.75  89.3 -0.459  19.16  20.70  01a58078o0175o   516           5   2559.0      623.477   1527.201    7891.2603          7        0          7   26.180       11.651     63.925     9.5119         2            0       2
 58078.262243 -19.393    0.254    -64     16  o    0      1.68  299.61892  62.13773    982.81   1939.44   3.52  2.76  75.7 -0.463  19.17  20.80  01a58078o0183o   512           1     10.0       17.079     41.834       4.9827          7        0          7    7.950        8.284     37.367     3.4587         5            1       6
 58078.265932  18.259    0.093    180     17  o    0      7.06  299.61892  62.13773  10155.38   1653.63   3.84  2.80  88.4 -0.456  19.15  20.67  01a58078o0191o    32           1     72.0       25.583     62.664      11.1098          7        0          7   49.061        9.240     43.322     4.7317         4            2       6
 58078.269179  22.449    4.118      4     16  o    0      2.58  299.61892  62.13773   1030.96   1999.93   3.45  2.76  75.2 -0.468  19.20  20.79  01a58078o0198o     0           0     12.0       10.229     25.056       1.9982          7        0          7   13.196        6.711     25.066     1.9929         7            0       7
 58078.273331  21.620    1.909      8     16  o    0     11.66  299.61892  62.13773  10157.88   1792.15   3.81  2.79  88.8 -0.453  19.15  20.67  01a58078o0207o  1540           1     24.0       14.253     34.912       3.5424          7        0          7   34.936        7.231     33.813     3.4189         6            0       6
 58078.277107  20.760    0.949     18     17  o    0      1.71  299.61892  62.13773    988.57   1939.76   3.48  2.77  75.1 -0.467  19.19  20.79  01a58078o0215o     0           3     98.0      378.102    926.158    3270.6734          7        0          7   22.280       10.264     34.691     2.7441         3            1       4
 58078.284596 -20.055    0.640    -34     22  o    0      1.21  299.61892  62.13773   1004.02   2077.85   3.49  2.78  77.2 -0.470  19.20  20.77  01a58078o0231o     0           2     17.0       10.581     25.919       2.1273          7        0          7   16.225        8.296     18.479     0.8375         5            0       5
 58082.265767  14.814    0.266   4310   1146  o    0      3.26  299.61892  62.13773   6298.59   9436.28   3.81  3.37 -77.0 -0.436  14.30  15.16  01a58082o0181o     1           7    730.0     1213.044   2971.340       5.7579          7        0          7      NaN          NaN        NaN        NaN         0            0       0
