          MJD          m        dm   uJy   duJy  F  err   chi/N         RA      Dec         x         y   maj   min   phi  apfit  mag5sig    Sky             Obs     Mask    __tmp_SN  c1_mean  c1_mean_err  c1_stdev  c1_stdev_err  c1_X2norm  c1_Nvalid  c1_Nnan  c2_mean  c2_mean_err  c2_stdev  c2_stdev_err  c2_X2norm  c2_Ngood  c2_Nclip  c2_Nmask  c2_Nnan
 57849.452982  19.510313       NaN   -21     19  o    0    0.98  185.46033  4.48168    703.05   8640.55  3.30  3.01  20.6 -0.487    19.01  19.10  02a57849o0134o 0x000000   -1.105263    16.04         6.40     11.29          2.82       0.37          8        0    16.04         6.40     11.29          2.82       0.37         8         0         0        0
 57849.463834  18.598565       NaN   -12     44  o    0    1.02  185.46033  4.48168   8561.23   1432.68  4.31  4.06  26.0 -0.392    18.52  19.99  01a57849o0488o 0x000000   -0.272727    -3.72        15.77     51.05         12.76       1.32          8        0   -20.98        18.22     47.13         13.61       1.11         6         0         2        0
 57849.473359  19.334813       NaN    19     16  o    0    1.47  185.46033  4.48168   1574.18   9809.08  3.27  2.80   4.2 -0.525    19.00  19.11  02a57849o0147o 0x000000    1.187500    -0.46         5.86     16.50          4.12       1.01          8        0    -0.46         5.86     16.50          4.12       1.01         8         0         0        0
 57849.482876  18.623526       NaN   -34     43  o    0    1.11  185.46033  4.48168   8544.18   1550.06  4.28  4.12  24.8 -0.399    18.47  19.93  01a57849o0527o 0x000000   -0.790698    23.26        15.52     50.88         12.72       1.31          8        0    35.91        19.33     61.42         19.42       1.91         5         0         3        0
 57849.493514  19.384550  0.271434    64     16  o    0    1.32  185.46033  4.48168   1883.67   8046.84  3.26  3.00   6.8 -0.461    18.97  19.05  02a57849o0160o 0x001000    4.000000   -16.01         6.31     18.84          4.71       1.16          8        0   -16.01         6.31     18.84          4.71       1.16         8         0         0        0
 57857.430720  15.946821       NaN  -738    506  o    0    0.88  185.46033  4.48168   8481.11    455.14  4.43  4.29  14.8 -0.401    15.96  16.24  01a57857o0301o 0x900002   -1.458498    -0.26       176.14    418.99        104.75       0.70          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57857.436658  15.100758       NaN -1004   1103  o    0    0.91  185.46033  4.48168   5325.76  10191.28  4.30  3.90  10.0 -0.439    15.44  15.86  01a57857o0313o 0x900002   -0.910245   190.99       380.75    845.16        211.29       0.58          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57857.450332  16.372132       NaN  -631    342  o    0    1.09  185.46033  4.48168   5344.99  10229.61  4.24  3.93  19.9 -0.439    16.84  17.44  01a57857o0341o 0x900002   -1.845029    21.81       124.56    367.06         91.76       1.08          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57857.464070  16.917271       NaN  -426    207  o    0    0.59  185.46033  4.48168   5288.87  10152.49  4.24  3.95  14.2 -0.451    17.22  17.96  01a57857o0369o 0x900002   -2.057971  -160.22        67.11    307.16         76.79       2.46          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57857.471935  17.607010       NaN    53     92  o    0    1.02  185.46033  4.48168   8426.95    535.36  4.14  4.04  -3.6 -0.395    17.64  18.49  01a57857o0385o 0x900002    0.576087   -12.27        33.38    124.32         31.08       1.68          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57857.477734  14.952829       NaN  1257    845  o    0    0.23  185.46033  4.48168   5270.74  10270.17  4.44  4.09   4.3 -0.454    16.68  17.26  01a57857o0397o 0xd00832    1.487574   791.43       240.97   1110.60        277.65       2.53          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57858.426123  18.304885  0.351452   173     56  o    0    1.60  185.46033  4.48168   8761.70    937.20  4.22  4.14 -30.4 -0.389    18.49  19.97  01a57858o0212o 0xc00830    3.089286   -76.83        21.67    225.88         56.47      11.56          8        0   -97.00        52.00       NaN           NaN        NaN         1         0         7        0
 57858.440334  17.940462       NaN    77     55  o    0    1.95  185.46033  4.48168   8782.37    976.36  4.27  4.05 -40.8 -0.390    18.46  19.91  01a57858o0241o 0xc00a10    1.400000   -54.00        23.70    269.50         67.37      11.15          8        0  -272.00        55.00       NaN           NaN        NaN         1         0         7        0
 57858.455606  18.125925  0.298045   204     56  o    0    1.75  185.46033  4.48168   8723.81    899.43  4.30  3.93 -44.7 -0.401    18.42  19.86  01a57858o0272o 0xc00830    3.642857   -97.26        21.38    204.41         51.10      11.03          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57858.469711  17.825619       NaN    98     57  o    0    1.60  185.46033  4.48168   8703.52   1018.68  4.24  3.88 -45.4 -0.404    18.37  19.78  01a57858o0301o 0xc00810    1.719298   -53.22        24.47    194.43         48.61       6.24          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57861.499331  18.389700  0.305363   160     45  o    0    2.20  185.46033  4.48168   8238.64   2274.22  3.94  3.54 -49.7 -0.443    18.05  19.55  01a57861o0245o 0xc00810    3.555556   -50.06        23.73    206.85         51.71       6.80          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57861.511662  17.736543       NaN   139     51  o    0    1.41  185.46033  4.48168   8256.94   2315.00  4.08  3.67 -48.5 -0.437    17.96  19.46  01a57861o0270o 0xc00910    2.725490   -52.63        20.38    146.29         36.57       5.42          8        0    34.51        32.65     76.37         38.18       2.54         2         0         6        0
 57861.524094  18.298627  0.336953   174     54  o    0    1.24  185.46033  4.48168   8197.70   2237.33  4.03  3.61 -49.7 -0.441    17.90  19.33  01a57861o0295o 0xc00810    3.222222   -56.02        21.36    153.10         38.28       5.54          8        0    16.97        32.67     50.20         25.10       1.13         2         1         5        0
 57861.535994  17.736543       NaN   142     50  o    0    1.46  185.46033  4.48168   8177.77   2355.06  4.08  3.65 -53.0 -0.441    17.82  19.23  01a57861o0319o 0xc00810    2.840000   -32.88        19.54    147.17         36.79       5.04          8        0   -13.00        27.17     14.19          5.79       0.07         3         0         5        0
 57862.518064  18.675237       NaN   -12     41  o    0    1.11  185.46033  4.48168   5586.46   9165.36  3.86  3.68  10.4 -0.457    18.04  19.44  01a57862o0034o 0x000000   -0.292683     1.56        14.57     42.08         10.52       1.06          8        0     9.31        15.54     38.77         10.36       0.89         7         0         1        0
 57862.526515  18.526952       NaN   -32     47  o    0    0.89  185.46033  4.48168   5604.95   9203.60  3.85  3.67   9.6 -0.463    18.01  19.34  01a57862o0051o 0x000000   -0.680851     3.17        15.25     57.93         14.48       1.72          8        0    14.95        17.77     58.84         16.99       1.81         6         0         2        0
 57862.535853  18.438271       NaN   -65     51  o    0    0.98  185.46033  4.48168   5544.18   9125.78  4.51  4.30 -22.1 -0.416    17.80  19.23  01a57862o0070o 0x000000   -1.274510     8.41        17.61     65.99         16.50       1.70          8        0    13.31        22.85     74.63         23.60       2.14         5         0         3        0
 57862.545713  18.024380       NaN    44     60  o    0    0.87  185.46033  4.48168   5524.14   9242.10  4.48  4.27  -4.8 -0.413    17.73  19.02  01a57862o0090o 0x000000    0.733333    -0.87        20.88     63.38         15.84       1.16          8        0    19.00        41.72      8.49          4.24       0.02         2         0         6        0
 57865.480688  18.550302       NaN    -9     46  o    0    1.00  185.46033  4.48168  10471.60   1251.83  4.54  4.35  37.9 -0.391    18.26  19.88  01a57865o0534o 0x400110   -0.195652    -4.44        16.08     87.00         21.75       3.58          8        0   -17.46        17.27     86.47         23.11       3.47         7         0         1        0
 57865.493478  18.481707       NaN   -36     49  o    0    0.92  185.46033  4.48168  10490.48   1291.96  4.46  4.28  42.4 -0.398    18.25  19.80  01a57865o0560o 0x000000   -0.734694    -7.58        17.74     61.40         15.35       1.29          8        0   -27.65        23.29     69.41         21.95       1.69         5         0         3        0
 57865.493958  18.675237       NaN   -52     41  o    0    1.11  185.46033  4.48168    770.51   1390.10  4.17  3.17  89.4 -0.512    18.30  19.87  01a57865o0561o 0x000000   -1.268293    -5.21        14.23     57.79         14.45       2.13          8        0   -30.51        16.70     38.89         11.23       0.91         6         1         1        0
 57865.506787  18.232071       NaN    59     42  o    0    0.97  185.46033  4.48168  10431.00   1215.61  4.47  4.41  12.0 -0.401    18.14  19.70  01a57865o0587o 0x000000    1.404762   -21.09        14.98     40.55         10.14       0.92          8        0   -25.61        16.22     42.18         11.27       0.98         7         0         1        0
 57865.507267  18.675237       NaN     0     41  o    0    1.06  185.46033  4.48168    791.58   1426.74  4.22  3.26  89.5 -0.501    18.25  19.81  01a57865o0588o 0x000000    0.000000     1.57        15.53     59.08         14.77       1.91          8        0    -8.55        16.78     58.41         15.61       1.81         7         0         1        0
 57865.519509  18.438271       NaN   -17     51  o    0    1.23  185.46033  4.48168  10409.91   1335.12  4.46  4.30 -34.1 -0.392    17.80  19.28  01a57865o0613o 0x000000   -0.333333    -0.12        17.81     39.72          9.93       0.60          8        0    -5.74        22.65     34.22         10.82       0.44         5         0         3        0
 57865.519988  18.261819       NaN   -32     60  o    0    0.84  185.46033  4.48168    730.99   1347.20  4.38  3.37  88.6 -0.471    17.87  19.38  01a57865o0614o 0x000000   -0.533333   -12.55        20.09     49.58         12.40       0.78          8        0    47.78        40.23     34.65         17.32       0.37         2         0         6        0
 57865.532809  16.796601       NaN   283    137  o    0    0.80  185.46033  4.48168    713.31   1462.98  4.62  3.51  87.8 -0.528    16.73  18.15  01a57865o0640o 0x100002    2.065693   -93.75        48.59    162.64         40.66       1.43          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57866.480469  16.680957       NaN   211    187  o    0    1.39  185.46033  4.48168   8319.15    574.59  4.14  4.00   0.8 -0.399    15.62  17.24  01a57866o0536o 0x900002    1.128342  -166.21        68.45    197.13         49.28       1.02          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57866.499305  17.664614       NaN  -297    104  o    0    1.09  185.46033  4.48168   5177.70  10344.97  4.31  4.01  11.8 -0.431    16.96  18.50  01a57866o0574o 0x900002   -2.855769    43.06        39.02    137.28         34.32       1.61          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57866.506212  17.643932       NaN   114     68  o    0    1.49  185.46033  4.48168   8279.05    537.61  4.08  3.95 -19.1 -0.407    17.57  19.09  01a57866o0588o 0xd00822    1.676471   -97.68        27.47     94.20         23.55       1.46          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57866.512157  16.662826       NaN   317    156  o    0    1.00  185.46033  4.48168   5115.73  10266.80  4.35  4.03  11.3 -0.429    17.27  18.79  01a57866o0600o 0xd00812    2.032051   -38.33        58.14    266.38         66.60       2.56          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57866.524552  16.612820       NaN   201    207  o    0    0.76  185.46033  4.48168   5094.83  10383.91  4.50  4.27  20.4 -0.421    16.69  18.14  01a57866o0625o 0x900002    0.971014  -203.81        73.73    233.31         58.33       1.31          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57869.471774  18.878500       NaN   -22     34  o    0    0.94  185.46033  4.48168   9758.75   2633.54  4.06  3.79  38.0 -0.410    18.35  19.95  01a57869o0411o 0x000000   -0.647059   -14.87        11.61     35.37          8.84       1.16          8        0    -7.58        12.46     31.51          8.42       0.92         7         0         1        0
 57869.484149  18.847027       NaN   -48     35  o    0    0.90  185.46033  4.48168   9776.93   2673.93  4.05  3.89  30.2 -0.406    18.28  19.87  01a57869o0436o 0x000000   -1.371429   -10.85        11.63     30.56          7.64       0.90          8        0    -7.14        12.43     31.27          8.36       0.93         7         0         1        0
 57869.485110  18.019544       NaN    78     49  o    0    1.09  185.46033  4.48168     78.74   2757.70  4.20  3.27  87.5 -0.538    18.33  19.94  01a57869o0438o 0x000000    1.591837     9.54        16.27     56.29         14.07       1.54          8        0     8.71        18.67     51.64         14.91       1.35         6         0         2        0
 57869.497526  18.063866  0.256354   216     51  o    0    1.65  185.46033  4.48168   9717.21   2597.18  4.08  3.90  18.4 -0.413    18.21  19.75  01a57869o0463o 0x400810    4.235294   -52.04        21.35    202.45         50.61       7.75          8        0   -25.00        42.00       NaN           NaN        NaN         1         0         7        0
 57869.498004  18.180496       NaN    68     42  o    0    1.37  185.46033  4.48168     99.02   2794.75  4.26  3.27  87.4 -0.563    18.27  19.83  01a57869o0464o 0x000000    1.619048   -12.26        15.79     56.55         14.14       1.53          8        0   -42.46        19.49     33.33         10.54       0.58         5         0         3        0
 57869.509841  18.702047       NaN   -33     40  o    0    0.83  185.46033  4.48168   9697.04   2715.49  3.95  3.88  11.5 -0.417    18.12  19.58  01a57869o0488o 0x000000   -0.825000     5.23        13.10     56.32         14.08       2.28          8        0    -1.08        13.96     57.01         15.24       2.37         7         0         1        0
 57869.510831  18.158337       NaN    -5     66  o    0    0.59  185.46033  4.48168     37.93   2714.76  4.41  3.49  89.4 -0.542    18.17  19.70  01a57869o0490o 0x100002   -0.075758     7.99        22.05     68.54         18.32       1.53          7        1    -4.45        23.59     71.39         25.24       2.32         4         0         3        1
 57876.386879  13.989823       NaN   773   2811  o    0    0.97  185.46033  4.48168   5778.50   1090.96  3.34  2.14  20.4 -0.597    14.99  15.01  02a57876o0200o 0xd00812    0.274991 -2110.83      1009.23   4422.93       1105.73       2.54          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57882.354596  18.786693       NaN   -38     37  o    0    0.99  185.46033  4.48168   7700.96   3262.31  3.35  3.13  46.6 -0.423    18.26  18.82  01a57882o0138o 0x000000   -1.027027     9.84        12.79     34.52          8.63       0.95          8        0     6.97        13.64     36.25          9.69       1.04         7         0         1        0
 57882.375920  18.675237       NaN   -42     41  o    0    1.16  185.46033  4.48168   7722.32   3300.20  3.17  3.08  73.2 -0.448    18.22  18.74  01a57882o0180o 0x000000   -1.024390    -0.63        14.35     45.17         11.29       1.27          8        0    -6.66        15.27     45.02         12.03       1.26         7         0         1        0
 57882.385954  18.786693       NaN   -89     37  o    0    0.95  185.46033  4.48168   7669.28   3224.86  3.24  3.14  77.2 -0.437    18.24  18.78  01a57882o0199o 0x000000   -2.405405    18.01        13.61     33.92          8.48       0.80          8        0    19.99        14.43     35.95          9.61       0.90         7         0         1        0
 57882.399405  18.757738       NaN   -34     38  o    0    0.97  185.46033  4.48168   7652.53   3341.66  3.17  3.06  70.3 -0.455    18.27  18.76  01a57882o0223o 0x000000   -0.894737     2.62        12.52     51.48         12.87       2.21          8        0    -0.47        13.26     54.30         14.51       2.49         7         0         1        0
 57883.431739  17.944957       NaN     1     80  o    0    1.41  185.46033  4.48168   2547.01   8983.31  2.67  2.60 -41.9 -0.491    18.24  18.65  02a57883o0395o 0x900002    0.012500   -21.93        29.19     65.52         16.38       0.59          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57883.446840  17.685696       NaN   -20    102  o    0    0.78  185.46033  4.48168   2530.25   8941.94  2.56  2.47 -38.6 -0.526    18.24  18.55  02a57883o0424o 0x900002   -0.196078   -15.93        32.48     38.57          9.64       0.17          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57883.465089  17.643932       NaN   -50    106  o    0    1.44  185.46033  4.48168   2588.62   9020.17  2.59  2.48 -34.1 -0.567    18.12  18.41  02a57883o0454o 0x900002   -0.471698   -16.58        37.06     38.40          9.60       0.13          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57883.483173  17.339295       NaN    22    133  o    0    1.06  185.46033  4.48168   2610.05   8901.26  2.76  2.60 -45.0 -0.537    17.94  18.23  02a57883o0484o 0x900002    0.165414     9.23        43.34     53.04         13.26       0.19          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57883.499951  17.419558       NaN    25    122  o    0    1.69  185.46033  4.48168   2571.52   8959.70  2.45  2.27 -28.3 -0.614    17.84  17.98  02a57883o0514o 0x900002    0.204918    20.54        53.88    112.21         28.05       0.55          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57884.369090  18.417189       NaN     6     50  o    0    1.11  185.46033  4.48168   2827.27   8087.27  2.35  2.25 -83.9 -0.488    18.67  19.06  02a57884o0096o 0x000000    0.120000     2.26        14.97     29.62          7.40       0.53          8        0     2.52        16.98     34.48          9.95       0.72         6         0         2        0
 57884.381209  18.598565       NaN   -16     44  o    0    1.26  185.46033  4.48168   2809.38   8047.72  2.45  2.29 -69.0 -0.488    18.62  19.03  02a57884o0119o 0x000000   -0.363636     2.40        14.51     33.31          8.33       0.61          8        0    -4.11        16.35     21.89          6.32       0.30         6         0         2        0
 57884.393424  18.496580       NaN    28     39  o    0    1.90  185.46033  4.48168   2867.49   8124.74  2.28  2.14 -65.6 -0.471    18.68  18.99  02a57884o0142o 0x000000    0.717949   -12.00        16.17     37.69          9.42       0.68          8        0    -8.18        18.77     43.05         12.43       0.89         6         0         2        0
 57884.411512  18.396507       NaN   -69     53  o    0    1.32  185.46033  4.48168   2891.41   8007.20  2.37  2.18 -63.8 -0.520    18.52  18.89  02a57884o0176o 0x000000   -1.301887     0.51        18.97     36.94          9.24       0.47          8        0    13.66        26.66     42.56         15.05       0.68         4         0         4        0
 57884.415177  18.459772       NaN    -6     50  o    0    1.14  185.46033  4.48168   2852.38   8064.88  2.36  2.24 -54.9 -0.505    18.52  18.87  02a57884o0183o 0x000000   -0.120000    -4.11        17.88     44.35         11.09       0.82          8        0    16.08        20.74     28.43          8.21       0.28         6         0         2        0
 57886.282421  19.197966       NaN    10     22  o    0    1.02  185.46033  4.48168   2045.13  10229.51  3.20  3.18 -15.8 -0.480    19.06  20.25  01a57886o0132o 0x000000    0.454545    -5.67         7.13     22.05          5.51       1.35          8        0    -5.67         7.13     22.05          5.51       1.35         8         0         0        0
 57886.300968  19.089302       NaN   -26     28  o    0    1.14  185.46033  4.48168   5007.63   9713.22  6.03  3.45  -2.7 -0.360    18.59  20.10  01a57886o0168o 0x000000   -0.928571     5.51         9.71     39.41          9.85       2.06          8        0     5.51         9.71     39.41          9.85       2.06         8         0         0        0
 57886.315487  19.302877       NaN   -34     23  o    0    1.06  185.46033  4.48168   5031.30   9812.01  3.65  3.32 -19.5 -0.413    18.87  20.08  01a57886o0197o 0x000000   -1.478261     3.97         7.86     18.51          4.63       0.73          8        0     3.97         7.86     18.51          4.63       0.73         8         0         0        0
 57886.326473  18.889197       NaN    11     30  o    0    1.40  185.46033  4.48168   8178.58    171.33  4.80  3.35   4.4 -0.429    18.71  19.91  01a57886o0219o 0x000000    0.366667   -13.27        11.60     28.99          7.25       0.76          8        0   -13.96        12.51     31.27          8.36       0.88         7         0         1        0
 57886.329893  18.720295       NaN    43     25  o    0    1.19  185.46033  4.48168   4978.52   9792.57  3.86  3.29  -7.3 -0.420    18.77  19.94  01a57886o0226o 0x000000    1.720000     3.22         8.51      9.97          2.49       0.17          8        0     3.22         8.51      9.97          2.49       0.17         8         0         0        0
 57886.350084  19.569016       NaN   -45     18  o    0    1.44  185.46033  4.48168   4972.20   9991.55  3.32  3.05 -60.1 -0.422    18.87  19.91  01a57886o0267o 0x000000   -2.500000    13.73         7.85     26.16          6.54       1.33          8        0    13.73         7.85     26.16          6.54       1.33         8         0         0        0
 57892.374944  19.696897       NaN   -21     16  o    0    1.07  185.46033  4.48168    115.39   9601.07  2.42  2.15 -14.2 -0.447    19.49  20.70  02a57892o0261o 0x000000   -1.312500     2.82         4.98     15.82          3.95       1.18          8        0     2.82         4.98     15.82          3.95       1.18         8         0         0        0
 57892.386515  19.454622       NaN     3     19  o    0    0.87  185.46033  4.48168   9863.59   9618.57  2.54  2.39  11.3 -0.493    19.46  20.65  02a57892o0283o 0x000000    0.157895     8.34         6.16     20.02          5.01       1.32          8        0     8.34         6.16     20.02          5.01       1.32         8         0         0        0
 57892.389173  19.169763       NaN    21     19  o    0    0.89  185.46033  4.48168     99.08   9561.19  2.52  2.15 -18.9 -0.463    19.42  20.56  02a57892o0288o 0x080010    1.105263    -4.52         5.77     26.92          6.73       2.55          8        0     3.88         6.14      8.07          2.16       0.26         7         1         0        0
 57892.400806  19.631075       NaN   -12     17  o    0    1.04  185.46033  4.48168   9845.31   9579.26  2.44  2.25  13.7 -0.500    19.45  20.53  02a57892o0310o 0x000000   -0.705882    -0.87         5.97     16.08          4.02       0.87          8        0    -0.87         5.97     16.08          4.02       0.87         8         0         0        0
 57892.403404  19.401649       NaN    21     14  o    0    1.42  185.46033  4.48168    159.28   9638.20  2.30  2.03 -11.3 -0.482    19.44  20.46  02a57892o0315o 0x000000    1.500000     3.36         5.11     13.91          3.48       0.92          8        0     3.36         5.11     13.91          3.48       0.92         8         0         0        0
 57892.415029  19.351140       NaN    21     15  o    0    1.21  185.46033  4.48168   9905.97   9658.09  2.48  2.31  10.2 -0.503    19.43  20.52  02a57892o0337o 0x000000    1.400000     8.26         5.77     18.82          4.71       1.30          8        0     8.26         5.77     18.82          4.71       1.30         8         0         0        0
 57892.417696  19.631075       NaN   -10     17  o    0    0.66  185.46033  4.48168    181.86   9518.66  2.39  2.03 -10.4 -0.464    19.39  20.43  02a57892o0342o 0x000000   -0.588235     2.33         5.58     14.99          3.75       0.89          8        0     2.33         5.58     14.99          3.75       0.89         8         0         0        0
 57892.429311  19.510313       NaN    12     15  o    0    1.58  185.46033  4.48168   9925.22   9540.10  2.42  2.23  23.2 -0.511    19.47  20.49  02a57892o0364o 0x000000    0.800000    -3.10         5.75     18.57          4.64       1.40          8        0    -3.10         5.75     18.57          4.64       1.40         8         0         0        0
 57892.431921  19.766969       NaN   -10     15  o    0    1.10  185.46033  4.48168    144.13   9576.51  2.31  1.96 -16.1 -0.460    19.42  20.38  02a57892o0369o 0x000000   -0.666667    -4.75         5.15      5.35          1.34       0.13          8        0    -4.75         5.15      5.35          1.34       0.13         8         0         0        0
 57892.443563  19.743105       NaN     4     14  o    0    1.23  185.46033  4.48168   9888.19   9596.49  2.55  2.38  30.4 -0.485    19.40  20.47  02a57892o0391o 0x000000    0.285714    -4.58         5.07     17.61          4.40       1.69          8        0   -10.96         5.50     10.56          2.82       0.50         7         1         0        0
 57893.307456  19.384550       NaN     4     20  o    0    0.85  185.46033  4.48168   9242.20   1045.89  3.27  3.08 -81.5 -0.427    19.32  20.79  01a57893o0160o 0x002000    0.200000    -7.15         6.40     21.50          5.38       1.48          8        0    -7.15         6.40     21.50          5.38       1.48         8         0         0        0
 57893.323930  19.631075       NaN   -18     17  o    0    1.03  185.46033  4.48168   9270.29   1152.21  3.28  3.08 -86.3 -0.436    19.31  20.84  01a57893o0193o 0x002000   -1.058824    -5.75         6.17     25.41          6.35       2.14          8        0    -5.75         6.17     25.41          6.35       2.14         8         0         0        0
 57893.357907  19.089302       NaN   -36     28  o    0    3.98  185.46033  4.48168   9212.61   1327.74  5.07  4.32  78.2 -0.385    18.88  20.82  01a57893o0236o 0x400330   -1.285714   -83.60        11.15    175.90         43.98      37.51          8        0  -239.76        14.91     55.82         16.11       2.70         6         2         0        0
 57897.300953  19.351140       NaN   -16     22  o    0    0.86  185.46033  4.48168   3358.70   9533.09  5.23  3.58 -14.2 -0.409    19.19  21.04  01a57897o0109o 0x000000   -0.727273     6.94         7.49     15.72          3.93       0.55          8        0     6.94         7.49     15.72          3.93       0.55         8         0         0        0
 57897.317863  19.212347       NaN     6     23  o    0    1.03  185.46033  4.48168   3385.44   9641.45  6.16  3.72  -8.4 -0.364    19.02  21.02  01a57897o0143o 0x000000    0.260870    -5.80         7.82     35.47          8.87       2.48          8        0    -5.80         7.82     35.47          8.87       2.48         8         0         0        0
 57897.334824  19.631075       NaN   -45     17  o    0    1.24  185.46033  4.48168   3336.37   9632.86  4.14  3.25 -40.4 -0.430    19.37  20.98  01a57897o0177o 0x000000   -2.647059    17.69         6.48     15.06          3.77       0.67          8        0    17.69         6.48     15.06          3.77       0.67         8         0         0        0
 57897.347852  19.631075       NaN   -16     17  o    0    1.43  185.46033  4.48168   6564.44     68.61  3.08  2.91  59.5 -0.464    19.30  20.84  01a57897o0203o 0x000000   -0.941176     4.14         6.00     20.75          5.19       1.59          8        0     4.14         6.00     20.75          5.19       1.59         8         0         0        0
 57897.351850  19.510313       NaN     0     19  o    0    1.13  185.46033  4.48168   3326.46   9818.15  4.19  3.24 -40.2 -0.433    19.29  20.87  01a57897o0211o 0x000000    0.000000   -10.08         6.44     23.04          5.76       1.66          8        0   -10.08         6.44     23.04          5.76       1.66         8         0         0        0
 57898.339939  19.351140       NaN    12     18  o    0    1.23  185.46033  4.48168  10214.07   2402.18  3.21  2.52 -76.8 -0.495    19.29  20.74  01a57898o0052o 0x000000    0.666667     4.77         6.07     23.56          5.89       2.05          8        0     4.77         6.07     23.56          5.89       2.05         8         0         0        0
 57898.342391  19.454622       NaN    12     16  o    0    1.19  185.46033  4.48168    498.88   2381.40  3.05  2.65 -63.2 -0.494    19.35  20.79  01a57898o0057o 0x000000    0.750000     2.15         5.55     21.95          5.49       2.07          8        0     9.32         5.98     13.53          3.62       0.67         7         1         0        0
 57898.359452  19.631075       NaN     3     16  o    0    1.08  185.46033  4.48168    489.97   2564.80  3.01  2.69 -67.9 -0.497    19.39  20.76  01a57898o0091o 0x000000    0.187500     2.53         5.59     22.99          5.75       2.11          8        0     9.41         5.96     12.80          3.42       0.65         7         1         0        0
 57902.273503  19.696897       NaN   -15     16  o    0    1.29  185.46033  4.48168   9327.96    740.40  3.09  2.82 -77.8 -0.466    19.37  20.93  01a57902o0070o 0x000000   -0.937500     4.57         6.14     17.09          4.27       1.05          8        0     4.57         6.14     17.09          4.27       1.05         8         0         0        0
 57902.279509  15.176510       NaN   500    862  o    0    0.01  185.46033  4.48168   6102.30  10516.37  4.63  3.49 -37.6 -0.499    19.34  21.08  01a57902o0082o 0x100002    0.580046    11.83        40.23    620.81        155.20       0.93          8        0    -7.00        52.00       NaN           NaN        NaN         1         0         7        0
 57902.290440  19.128787       NaN    24     19  o    0    0.92  185.46033  4.48168   9355.57    848.75  3.26  2.82 -74.0 -0.477    19.30  21.01  01a57902o0104o 0x000000    1.263158     4.15         6.51     25.51          6.38       1.85          8        0     4.15         6.51     25.51          6.38       1.85         8         0         0        0
 57902.307400  19.766969       NaN   -15     15  o    0    1.29  185.46033  4.48168   9304.83    841.42  3.22  2.81 -73.5 -0.461    19.31  21.06  01a57902o0138o 0x000000   -1.000000    -0.23         6.20     20.13          5.03       1.32          8        0    -0.23         6.20     20.13          5.03       1.32         8         0         0        0
 57902.324336  19.472870       NaN     2     19  o    0    1.12  185.46033  4.48168   9293.85   1028.60  3.24  2.73 -76.4 -0.466    19.23  21.00  01a57902o0172o 0x000000    0.105263    -7.75         7.07     21.54          5.39       1.21          8        0    -7.75         7.07     21.54          5.39       1.21         8         0         0        0
 57908.359083  15.057342       NaN  -666   1148  o    0    0.84  185.46033  4.48168   2188.92   9018.37  3.01  2.84  58.1 -0.393    16.32  16.34  02a57908o0236o 0x900002   -0.580139  -177.08       379.87    484.82        121.21       0.22          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57908.374923  14.523729       NaN  1292   1446  o    0    1.14  185.46033  4.48168   2206.70   8899.62  4.37  3.16  50.2 -0.495    16.40  16.86  02a57908o0266o 0x900002    0.893499  -552.81       510.11    873.98        218.49       0.35          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57908.394596  16.327556       NaN   310    253  o    0    1.18  185.46033  4.48168   2167.28   8957.98  3.10  2.86 -27.6 -0.542    17.15  17.51  02a57908o0301o 0x900002    1.225296     2.01        93.80    184.88         46.22       0.50          8        0      NaN          NaN       NaN           NaN        NaN         0         0         8        0
 57909.254074  19.089302       NaN   -18     28  o    0    1.00  185.46033  4.48168   4417.48   9535.35  3.72  2.85  57.7 -0.394    18.64  19.43  01a57909o0036o 0x000000   -0.642857     8.33         9.34     22.59          5.65       0.78          8        0     8.33         9.34     22.59          5.65       0.78         8         0         0        0
