0.0000 24.2720
1.0000 24.1654
2.0000 24.0684
3.0000 23.4456
4.0000 22.7045
5.0000 21.9855
6.0000 21.3209
7.0000 20.8589
8.0000 20.8167
9.0000 21.0093
10.0000 21.2015
11.0000 21.3302
12.0000 21.5728
13.0000 21.7211
14.0000 21.7711
15.0000 21.8235
16.0000 21.8785
17.0000 21.9365
18.0000 22.0396
19.0000 22.1863
20.0000 22.3089
21.0000 22.3950
22.0000 22.4886
23.0000 22.6397
24.0000 22.7266
25.0000 22.7537
26.0000 22.7814
27.0000 22.8098
28.0000 22.8393
29.0000 22.8721
30.0000 22.9058
31.0000 22.9406
32.0000 22.9766
33.0000 23.0389
34.0000 23.1078
35.0000 23.1352
36.0000 23.1521
37.0000 23.1693
38.0000 23.1868
39.0000 23.2049
40.0000 23.2270
41.0000 23.2495
42.0000 23.2655
43.0000 23.2736
44.0000 23.2817
45.0000 23.2899
46.0000 23.2981
47.0000 23.3064
48.0000 23.3147
49.0000 23.3230
50.0000 23.3295
51.0000 23.3318
52.0000 23.3358
53.0000 23.3383
54.0000 23.3408
55.0000 23.3434
56.0000 23.3470
57.0000 23.3506
58.0000 23.3558
59.0000 23.3620
60.0000 23.3707
61.0000 23.3758
62.0000 23.3785
63.0000 23.3812
64.0000 23.3839
65.0000 23.3877
66.0000 23.3920
67.0000 23.3964
68.0000 23.3998
69.0000 23.4049
